reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD013635-bib-0001,Abarbanell L. ,Mexico’s Prospera Program and indigenous women’s reproductive rights, Qualitative Health Research ,2020,30,    ,['citation-journal'], Abarbanell L. Mexico’s Prospera Program and indigenous women’s reproductive rights.  Qualitative Health Research 2020;30(5):745-59. CENTRAL    Link to article     PubMed     Google Scholar     ,"['', 'https://doi.org/10.1177/1049732319882674', 'https://www.ncbi.nlm.nih.gov/pubmed/31642384', 'https://scholar.google.com/scholar_lookup?title=Mexico’s+Prospera+Program+and+indigenous+women’s+reproductive+rights&author=L+Abarbanell&publication_year=2020&hl=en']",31642384,https://doi.org/10.1177/1049732319882674, Abarbanell 2020 {published data only}  ,included,CD013635-bbs2-0001,,31642384,31642384,31642384,6.0,,,31642384
CD013635-bib-0002,"Abu-Hamad B, Jones N, Pereznieto P. ",Tackling children's economic and psychosocial vulnerabilities synergistically: how well is the Palestinian National Cash Transfer Programme serving Gazan children?, Children & Youth Services Review ,2014,47,    ,['citation-journal']," Abu-Hamad B, Jones N, Pereznieto P. Tackling children's economic and psychosocial vulnerabilities synergistically: how well is the Palestinian National Cash Transfer Programme serving Gazan children? Children & Youth Services Review 2014;47:121-35. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.childyouth.2014.09.009', ""https://scholar.google.com/scholar_lookup?title=Tackling+children's+economic+and+psychosocial+vulnerabilities+synergistically:+how+well+is+the+Palestinian+National+Cash+Transfer+Programme+serving+Gazan+children?+&author=B+Abu-Hamad&author=N+Jones&author=P+Pereznieto&publication_year=2014&hl=en""]",,https://doi.org/10.1016/j.childyouth.2014.09.009, Abu‐Hamad 2014 {published data only}  ,included,CD013635-bbs2-0002,,,,,22.0,,,
CD013635-bib-0003,Adato M. ,The impact of PROGRESA on community social relationships,,,,   ,['citation-other'], Adato M. The impact of PROGRESA on community social relationships. ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/125434/filename/125435.pdf (International Food Policy Research Institute) (accessed prior to 29 March 2023). CENTRAL    ,[''],,, Adato 2000a {published data only}  ,included,CD013635-bbs2-0003,,,,,,,,
CD013635-bib-0004,"Adato M, Coady D, Ruel M. ","Final report. Operations evaluation of Progresa from the perspective of beneficiaries, promotoras, school directors and health staff",,,,   ,['citation-other']," Adato M, Coady D, Ruel M. Final report. Operations evaluation of Progresa from the perspective of beneficiaries, promotoras, school directors and health staff. ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/125343/filename/125344.pdf (International Food Policy Research Institute) (accessed prior to 29 March 2023). CENTRAL    ",[''],,, Adato 2000b {published data only}  ,included,CD013635-bbs2-0004,,,,,,,,
CD013635-bib-0005,"Adato M, Roopnaraine T, Becker E. ",Understanding use of health services in conditional cash transfer programs: insights from qualitative research in Latin America and Turkey, Social Science & Medicine ,2011,72,    ,['citation-journal']," Adato M, Roopnaraine T, Becker E. Understanding use of health services in conditional cash transfer programs: insights from qualitative research in Latin America and Turkey.  Social Science & Medicine 2011;72(12):1921-9. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.socscimed.2010.09.032', 'https://scholar.google.com/scholar_lookup?title=Understanding+use+of+health+services+in+conditional+cash+transfer+programs:+insights+from+qualitative+research+in+Latin+America+and+Turkey+&author=M+Adato&author=T+Roopnaraine&author=E+Becker&publication_year=2011&hl=en']",,https://doi.org/10.1016/j.socscimed.2010.09.032, Adato 2011 {published data only}  ,included,CD013635-bbs2-0005,,21122965,21122965,21122965,57,,,21122965
CD013635-bib-0006,"Allan C, Radley A, Williams B. ",Paying the price for an incentive: an exploratory study of smokers' reasons for failing to complete an incentive based smoking cessation scheme, Journal of Health Services Research & Policy ,2012,17,    ,['citation-journal']," Allan C, Radley A, Williams B. Paying the price for an incentive: an exploratory study of smokers' reasons for failing to complete an incentive based smoking cessation scheme.  Journal of Health Services Research & Policy 2012;17(4):212-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1258/jhsrp.2012.011084', 'https://www.ncbi.nlm.nih.gov/pubmed/22923331', ""https://scholar.google.com/scholar_lookup?title=Paying+the+price+for+an+incentive:+an+exploratory+study+of+smokers'+reasons+for+failing+to+complete+an+incentive+based+smoking+cessation+scheme+&author=C+Allan&author=A+Radley&author=B+Williams&publication_year=2012&hl=en""]",22923331,https://doi.org/10.1258/jhsrp.2012.011084, Allan 2012 {published data only}  ,included,CD013635-bbs2-0006,,22923331,22923331,22923331,15,,,22923331
CD013635-bib-0007,"Allen K, Hale C, Seaton K, Newton J. ",A deeply dehumanising experience: M.E./CFS journeys through the PIP claim process in Scotland; March 2016,,,,   ,['citation-other']," Allen K, Hale C, Seaton K, Newton J. A deeply dehumanising experience: M.E./CFS journeys through the PIP claim process in Scotland; March 2016. www.actionforme.org.uk/uploads/pip-report-scotland.pdf (accessed prior to 29 March 2023). CENTRAL    ",[''],,, Allen 2016 {published data only}  ,included,CD013635-bbs2-0007,,,,,,,,
CD013635-bib-0008,"Alves H, Escorel S. ","Processes of social exclusion and health inequity: a case study about the Bolsa Família program, Brazil", Pan American Journal of Public Health ,2013,34,    ,['citation-journal']," Alves H, Escorel S. Processes of social exclusion and health inequity: a case study about the Bolsa Família program, Brazil [Processos de exclusão social e iniquidades em saúde: um estudo de caso a partir do Programa Bolsa Família, Brasil].  Pan American Journal of Public Health 2013;34(6):429-36. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/24569972', 'https://scholar.google.com/scholar_lookup?title=Processes+of+social+exclusion+and+health+inequity:+a+case+study+about+the+Bolsa+Família+program,+Brazil+&author=H+Alves&author=S+Escorel&publication_year=2013&hl=en']",24569972,, Alves 2013 {published data only}  ,included,CD013635-bbs2-0008,,24569972,,,,,,24569972
CD013635-bib-0009,"Arkorful VE, Anokye R, Basiru I, Hammond A, Mohammed S, Micah VB. ",Social protection policy or a political largesse: disability fund efficacy assessment and roadblocks to Sustainable Development Goals, International Journal of Public Administration ,2020,43,    ,['citation-journal']," Arkorful VE, Anokye R, Basiru I, Hammond A, Mohammed S, Micah VB. Social protection policy or a political largesse: disability fund efficacy assessment and roadblocks to Sustainable Development Goals.  International Journal of Public Administration 2020;43(15):1271-81. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1080/01900692.2019.1669048', 'https://scholar.google.com/scholar_lookup?title=Social+protection+policy+or+a+political+largesse:+disability+fund+efficacy+assessment+and+roadblocks+to+Sustainable+Development+Goals+&author=VE+Arkorful&author=R+Anokye&author=I+Basiru&author=A+Hammond&author=S+Mohammed&author=VB+Micah&publication_year=2020&hl=en']",,https://doi.org/10.1080/01900692.2019.1669048, Arkorful 2020 {published data only}  ,included,CD013635-bbs2-0009,,,,,7,,,
CD013635-bib-0010,"Attah R, Farhat M, Kardan A. ",Kenya Hunger Safety Net Programme monitoring and quantitative impact evaluation final report: 2011-2012,,,,   ,['citation-other']," Attah R, Farhat M, Kardan A. Kenya Hunger Safety Net Programme monitoring and quantitative impact evaluation final report: 2011-2012. Oxford Policy Management (accessed prior to 29 March 2023). CENTRAL    ",[''],,, Attah 2013 {published data only}  ,included,CD013635-bbs2-0010,,,,,,,,
