reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD014383-bib-0001,"Borlido C, Remington G, Graff-Guerrero A, Arenovich T, Hazara M, Wang A, et al. ","Switching from 2 antipsychotics to 1 antipsychotic in schizophrenia: a randomized, double-blind, placebo-controlled study", Journal of Clinical Psychiatry ,2016,77,    ,['citation-journal']," Borlido C, Remington G, Graff-Guerrero A, Arenovich T, Hazara M, Wang A, et al. Switching from 2 antipsychotics to 1 antipsychotic in schizophrenia: a randomized, double-blind, placebo-controlled study.  Journal of Clinical Psychiatry 2016;77(1):e14-e20. CENTRAL [DOI: 10.4088/JCP.14m09321] [PMID: 26845273]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4088/JCP.14m09321', 'https://www.ncbi.nlm.nih.gov/pubmed/26845273', 'https://scholar.google.com/scholar_lookup?title=Switching+from+2+antipsychotics+to+1+antipsychotic+in+schizophrenia:+a+randomized,+double-blind,+placebo-controlled+study+&author=C+Borlido&author=G+Remington&author=A+Graff-Guerrero&author=T+Arenovich&author=M+Hazara&author=A+Wang&publication_year=2016&hl=en']",26845273,https://doi.org/10.4088/JCP.14m09321, Borlido 2016 {published data only (unpublished sought but not used)}  ,included,CD014383-bbs2-0001,,,,,,,,26845273
CD014383-bib-0002,NCT00493233. ,Antipsychotic polypharmacy in schizophrenia,,,,   ,['citation-other'], NCT00493233. Antipsychotic polypharmacy in schizophrenia. clinicaltrials.gov/ct2/show/NCT00493233 (first received 28 June 2007). CENTRAL    ,[''],,, Borlido 2016 {published data only (unpublished sought but not used)}  ,included,CD014383-bbs2-0001,,26845273,,,,,,26845273
CD014383-bib-0003,"Constantine RJ, Andel R, McPherson M, Tandon R. ",Is the risk of antipsychotic polypharmacy discontinuation dependent on the agents used?, Psychiatry Research ,2018,263,    ,['citation-journal']," Constantine RJ, Andel R, McPherson M, Tandon R. Is the risk of antipsychotic polypharmacy discontinuation dependent on the agents used? Psychiatry Research 2018;263:238-44. CENTRAL [DOI: 10.1016/j.psychres.2017.09.050]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.psychres.2017.09.050', 'https://www.ncbi.nlm.nih.gov/pubmed/29195836', 'https://scholar.google.com/scholar_lookup?title=Is+the+risk+of+antipsychotic+polypharmacy+discontinuation+dependent+on+the+agents+used?+&author=RJ+Constantine&author=R+Andel&author=M+McPherson&author=R+Tandon&publication_year=2018&hl=en']",29195836,https://doi.org/10.1016/j.psychres.2017.09.050, Constantine 2015 {published data only (unpublished sought but not used)}  ,included,CD014383-bbs2-0002,,,,,,,,29195836
CD014383-bib-0004,"Constantine RJ, Andel R, McPherson M, Tandon R. ",The risks and beneﬁts of switching patients with schizophrenia or schizoaffective disorder from two to one antipsychotic medication: a randomized controlled trial, Schizophrenia Research ,2015,166,    ,['citation-journal']," Constantine RJ, Andel R, McPherson M, Tandon R. The risks and beneﬁts of switching patients with schizophrenia or schizoaffective disorder from two to one antipsychotic medication: a randomized controlled trial.  Schizophrenia Research 2015;166:194-200. CENTRAL [DOI: 10.1016/j.schres.2015.05.038] [PMID: 26141142]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.schres.2015.05.038', 'https://www.ncbi.nlm.nih.gov/pubmed/26141142', 'https://scholar.google.com/scholar_lookup?title=The+risks+and+beneﬁts+of+switching+patients+with+schizophrenia+or+schizoaffective+disorder+from+two+to+one+antipsychotic+medication:+a+randomized+controlled+trial+&author=RJ+Constantine&author=R+Andel&author=M+McPherson&author=R+Tandon&publication_year=2015&hl=en']",26141142,https://doi.org/10.1016/j.schres.2015.05.038, Constantine 2015 {published data only (unpublished sought but not used)}  ,included,CD014383-bbs2-0002,,29195836,,,,,,26141142
CD014383-bib-0005,"Essock SM, Schooler NR, Stroup ST, McEvoy JP, Rojas I, Jackson C, et al, The Schizophrenia Trials Network. ",Effectiveness of switching from antipsychotic polypharmacy to monotherapy, American Journal of Psychiatry ,2011,168,    ,['citation-journal']," Essock SM, Schooler NR, Stroup ST, McEvoy JP, Rojas I, Jackson C, et al, The Schizophrenia Trials Network. Effectiveness of switching from antipsychotic polypharmacy to monotherapy.  American Journal of Psychiatry 2011;168(7):702-8. CENTRAL [DOI: 10.1176/appi.ajp.2011.10060908] [PMID: 21536693]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1176/appi.ajp.2011.10060908', 'https://www.ncbi.nlm.nih.gov/pubmed/21536693', 'https://scholar.google.com/scholar_lookup?title=Effectiveness+of+switching+from+antipsychotic+polypharmacy+to+monotherapy&author=SM+Essock&author=NR+Schooler&author=ST+Stroup&author=JP+McEvoy&author=I+Rojas&author=C+Jackson&publication_year=2011&hl=en']",21536693,https://doi.org/10.1176/appi.ajp.2011.10060908, Essock 2011 {published and unpublished data}  ,included,CD014383-bbs2-0003,,,,,,,,21536693
CD014383-bib-0006,NCT00044655. ,Switching medication to treat schizophrenia,,,,   ,['citation-other'], NCT00044655. Switching medication to treat schizophrenia. clinicaltrials.gov/ct2/show/NCT00044655 (first received 5 September 2002). CENTRAL    ,[''],,, Essock 2011 {published and unpublished data}  ,included,CD014383-bbs2-0003,,22480442,,,,,,22480442
CD014383-bib-0007,"Hori H, Yoshimura R, Katsuki A, Sugita AI, Atake K, Nakamura J. ","Switching to antipsychotic monotherapy can improve attention and processing speed, and social activity in chronic schizophrenia patients", Journal of Psychiatric Research ,2013,47,    ,['citation-journal']," Hori H, Yoshimura R, Katsuki A, Sugita AI, Atake K, Nakamura J. Switching to antipsychotic monotherapy can improve attention and processing speed, and social activity in chronic schizophrenia patients.  Journal of Psychiatric Research 2013;47(12):1843-8. CENTRAL [DOI: 10.1016/j.jpsychires.2013.08.024] [PMID: 24054464]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jpsychires.2013.08.024', 'https://www.ncbi.nlm.nih.gov/pubmed/24054464', 'https://scholar.google.com/scholar_lookup?title=Switching+to+antipsychotic+monotherapy+can+improve+attention+and+processing+speed,+and+social+activity+in+chronic+schizophrenia+patients+&author=H+Hori&author=R+Yoshimura&author=A+Katsuki&author=AI+Sugita&author=K+Atake&author=J+Nakamura&publication_year=2013&hl=en']",24054464,https://doi.org/10.1016/j.jpsychires.2013.08.024, Hori 2013 {published data only (unpublished sought but not used)}  ,included,CD014383-bbs2-0004,,24054464,24054464,24054464,42,,,24054464
CD014383-bib-0008,NCT00918021. ,Polypharmacy in clozapine-resistant schizophrenia,,,,   ,['citation-other'], NCT00918021. Polypharmacy in clozapine-resistant schizophrenia. clinicaltrials.gov/ct2/show/NCT00918021 (first received 11 June 2009). CENTRAL    ,[''],,, Repo‐Tiihonen 2012 {published data only (unpublished sought but not used)}  ,included,CD014383-bbs2-0005,,,,,,,,
CD014383-bib-0009,"Repo-Tiihonen E, Hallikainen T, Kivistö P, Tiihonen J. ",Antipsychotic polypharmacy in clozapine resistant schizophrenia: a randomized controlled trial of tapering antipsychotic co-treatment, Mental Illness ,2012,4,    ,['citation-journal']," Repo-Tiihonen E, Hallikainen T, Kivistö P, Tiihonen J. Antipsychotic polypharmacy in clozapine resistant schizophrenia: a randomized controlled trial of tapering antipsychotic co-treatment.  Mental Illness 2012;4(1):e1-e1. CENTRAL [DOI: 10.4081/mi.2012.e1] [PMID: 25478102]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4081/mi.2012.e1', 'https://www.ncbi.nlm.nih.gov/pubmed/25478102', 'https://scholar.google.com/scholar_lookup?title=Antipsychotic+polypharmacy+in+clozapine+resistant+schizophrenia:+a+randomized+controlled+trial+of+tapering+antipsychotic+co-treatment+&author=E+Repo-Tiihonen&author=T+Hallikainen&author=P+Kivistö&author=J+Tiihonen&publication_year=2012&hl=en']",25478102,https://doi.org/10.4081/mi.2012.e1, Repo‐Tiihonen 2012 {published data only (unpublished sought but not used)}  ,included,CD014383-bbs2-0005,,25478102,25478102,25478102,12,https://www.emerald.com/insight/content/doi/10.4081/mi.2012.e1/full/pdf?title=antipsychotic-polypharmacy-in-clozapine-resistant-schizophrenia-a-randomized-controlled-trial-of-tapering-antipsychotic-co-treatment,,25478102
CD014383-bib-0010,"Baandrup L, Allerup P, Lublin H, Nordentoft M, Peacock L, Glenthoj B. ",Evaluation of a multifaceted intervention to limit excessive antipsychotic co-prescribing in schizophrenia out-patients, Acta Psychiatrica Scandinavica ,2010,122,    ,['citation-journal']," Baandrup L, Allerup P, Lublin H, Nordentoft M, Peacock L, Glenthoj B. Evaluation of a multifaceted intervention to limit excessive antipsychotic co-prescribing in schizophrenia out-patients.  Acta Psychiatrica Scandinavica 2010;122(5):367-74. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1600-0447.2010.01553.x', 'https://www.ncbi.nlm.nih.gov/pubmed/20456285', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+a+multifaceted+intervention+to+limit+excessive+antipsychotic+co-prescribing+in+schizophrenia+out-patients+&author=L+Baandrup&author=P+Allerup&author=H+Lublin&author=M+Nordentoft&author=L+Peacock&author=B+Glenthoj&publication_year=2010&hl=en']",20456285,https://doi.org/10.1111/j.1600-0447.2010.01553.x, Baandrup 2010 {published data only}  ,excluded,CD014383-bbs2-0006, Design: randomised Participants: people with stable schizophrenia Intervention: no polypharmacy reduction (educational intervention for practitioners) ,20456285,20456285,20456285,47,,,20456285
CD014383-bib-0011,NCT00541398. ,"Antipsychotic polypharmacy: prevalence, background and consequences",,,,   ,['citation-other']," NCT00541398. Antipsychotic polypharmacy: prevalence, background and consequences. clinicaltrials.gov/ct2/show/NCT00541398 (first received 10 October 2007). CENTRAL    ",[''],,, Baandrup 2010 {published data only}  ,excluded,CD014383-bbs2-0006, Design: randomised Participants: people with stable schizophrenia Intervention: no polypharmacy reduction (educational intervention for practitioners) ,,,,,,,
CD014383-bib-0012,"Corsini GU, DelZompo M, Cianchetti C, Mangoni A, Gessa GL. ",Therapeutical efficacy of a combination of apomorphine with sulpiride or metoclopramine in parkinsonism, Psychopharmacology ,1976,47,    ,['citation-journal']," Corsini GU, DelZompo M, Cianchetti C, Mangoni A, Gessa GL. Therapeutical efficacy of a combination of apomorphine with sulpiride or metoclopramine in parkinsonism.  Psychopharmacology 1976;47(2):169-73. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/BF00735817', 'https://scholar.google.com/scholar_lookup?title=Therapeutical+efficacy+of+a+combination+of+apomorphine+with+sulpiride+or+metoclopramine+in+parkinsonism+&author=GU+Corsini&author=M+DelZompo&author=C+Cianchetti&author=A+Mangoni&author=GL+Gessa&publication_year=1976&hl=en']",,https://doi.org/10.1007/BF00735817, Corsini 1976 {published data only}  ,excluded,CD014383-bbs2-0007, Design: not randomised ,,,1273213,9,,,1273213
CD014383-bib-0013,"DosReis S, Wu BS, Castillo WC, Tai MH. ",Heterogeneity among youth with serious mental illness in intensive care management and post-discharge polypharmacy use, Pharmacoepidemiology and Drug Safety ,2016,25,    ,['citation-journal']," DosReis S, Wu BS, Castillo WC, Tai MH. Heterogeneity among youth with serious mental illness in intensive care management and post-discharge polypharmacy use.  Pharmacoepidemiology and Drug Safety 2016;25:348. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Heterogeneity+among+youth+with+serious+mental+illness+in+intensive+care+management+and+post-discharge+polypharmacy+use+&author=S+DosReis&author=BS+Wu&author=WC+Castillo&author=MH+Tai&publication_year=2016&hl=en']",,, DosReis 2016 {published data only}  ,excluded,CD014383-bbs2-0008, Design: not randomised ,,,,,,,
CD014383-bib-0014,"Fricchione V, Balletta G, Addeo L, Manna G. ",Effectiveness of antipsychotic polypharmacy or monotherapy: real-world study outcomes,,,,   ,['citation-other']," Fricchione V, Balletta G, Addeo L, Manna G. Effectiveness of antipsychotic polypharmacy or monotherapy: real-world study outcomes. 25th ECNP Congress; 2012 Oct 13-17; Vienna, Austria. CENTRAL    ",[''],,, Fricchione 2012 {published data only}  ,excluded,CD014383-bbs2-0009, Design: randomised Participants: people with stable schizophrenia Intervention: no polypharmacy reduction ,,,,,,,
CD014383-bib-0015,Chaplin R. ,Risperidone improves symptoms in people who are hospitalised during an acute exacerbation of schizophrenia, Evidence-Based Mental Health ,2007,10,    ,['citation-journal'], Chaplin R. Risperidone improves symptoms in people who are hospitalised during an acute exacerbation of schizophrenia.  Evidence-Based Mental Health 2007;10(1):15. CENTRAL    Link to article     PubMed     Google Scholar     ,"['', 'https://doi.org/10.1136/ebmh.10.1.15', 'https://www.ncbi.nlm.nih.gov/pubmed/17255384', 'https://scholar.google.com/scholar_lookup?title=Risperidone+improves+symptoms+in+people+who+are+hospitalised+during+an+acute+exacerbation+of+schizophrenia+&author=R+Chaplin&publication_year=2007&hl=en']",17255384,https://doi.org/10.1136/ebmh.10.1.15, Greenspan 2004 {published data only}  ,excluded,CD014383-bbs2-0010," Design: randomised Participants: not stable schizophrenia (acute exacerbation, agitated) ",17255384,,17255384,1,,,17255384
CD014383-bib-0016,"Greenspan A, Kosik-Gonzalez C, Bossie C, Zhu Y, Gharabawi G. ",Predictors of readiness to discharge among inpatients with schizophrenia,,,,   ,['citation-other']," Greenspan A, Kosik-Gonzalez C, Bossie C, Zhu Y, Gharabawi G. Predictors of readiness to discharge among inpatients with schizophrenia. 157th Annual Meeting of the American Psychiatric Association; 2004 May 1-6; New York (NY). CENTRAL    ",[''],,, Greenspan 2004 {published data only}  ,excluded,CD014383-bbs2-0010," Design: randomised Participants: not stable schizophrenia (acute exacerbation, agitated) ",,,,,,,
CD014383-bib-0017,"Greenspan A, Kosik-Gonzalez C, Bossie C, Zhu Y, McLemore J, Gharabawi G. ",Atypical antipsychotics in patients with schizophrenia and comorbid substance abuse,,,,   ,['citation-other']," Greenspan A, Kosik-Gonzalez C, Bossie C, Zhu Y, McLemore J, Gharabawi G. Atypical antipsychotics in patients with schizophrenia and comorbid substance abuse. 158th Annual Meeting of the American Psychiatric Association; 2005 May 21-26; Atlanta (GA). CENTRAL    ",[''],,, Greenspan 2004 {published data only}  ,excluded,CD014383-bbs2-0010," Design: randomised Participants: not stable schizophrenia (acute exacerbation, agitated) ",,,,,,,
