reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD013778-bib-0001,"Abedi Yekta AH, Poursaeid Esfahani M, Salehi S, Hassabi M, Khosravi S, Kharabian S, et al. ",Assessment of the effects of inspiratory muscle training (IMT) and aerobic training on the quality of life of patients with chronic obstructive pulmonary disease, Tanaffus ,2019,18,    ,['citation-journal']," Abedi Yekta AH, Poursaeid Esfahani M, Salehi S, Hassabi M, Khosravi S, Kharabian S, et al. Assessment of the effects of inspiratory muscle training (IMT) and aerobic training on the quality of life of patients with chronic obstructive pulmonary disease.  Tanaffus 2019;18(3):223-9. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Assessment+of+the+effects+of+inspiratory+muscle+training+(IMT)+and+aerobic+training+on+the+quality+of+life+of+patients+with+chronic+obstructive+pulmonary+disease+&author=AH+AbediYekta&author=M+PoursaeidEsfahani&author=S+Salehi&author=M+Hassabi&author=S+Khosravi&author=S+Kharabian&publication_year=2019&hl=en']",,, Abedi Yekta 2019 {published data only}  ,included,CD013778-bbs2-0001,,,,,,,,
CD013778-bib-0002,"Bavarsad MB, Shariati A, Eidani E, Latifi M. ","The effect of home-based inspiratory muscle training on exercise capacity,exertional dyspnea and pulmonary function in COPD patients", Iranian Journal of Nursing and Midwifery Research ,2015,20,    ,['citation-journal']," Bavarsad MB, Shariati A, Eidani E, Latifi M. The effect of home-based inspiratory muscle training on exercise capacity,exertional dyspnea and pulmonary function in COPD patients.  Iranian Journal of Nursing and Midwifery Research 2015;20(5):613-18. CENTRAL [DOI: 10.4103/1735-9066.164588]    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/26457101', 'https://scholar.google.com/scholar_lookup?title=The+effect+of+home-based+inspiratory+muscle+training+on+exercise+capacity,exertional+dyspnea+and+pulmonary+function+in+COPD+patients+&author=MB+Bavarsad&author=A+Shariati&author=E+Eidani&author=M+Latifi&publication_year=2015&hl=en']",26457101,, Bavarsad 2015 {published data only}  ,included,CD013778-bbs2-0002,,26457101,,,,,,26457101
CD013778-bib-0003,"Beaumont M, Mialon P,   Le Ber-Moy C, Lochon C, Peran L, Pichon R, et al. ",Inspiratory muscle training during pulmonary rehabilitation in chronic obstructive pulmonary disease: a randomized trial, Chronic Respiratory Disease ,2015,12,    ,['citation-journal']," Beaumont M, Mialon P,   Le Ber-Moy C, Lochon C, Peran L, Pichon R, et al. Inspiratory muscle training during pulmonary rehabilitation in chronic obstructive pulmonary disease: a randomized trial.  Chronic Respiratory Disease 2015;12(4):305-12. CENTRAL [DOI: 10.1177/1479972315594625]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1177/1479972315594625', 'https://www.ncbi.nlm.nih.gov/pubmed/26170421', 'https://scholar.google.com/scholar_lookup?title=Inspiratory+muscle+training+during+pulmonary+rehabilitation+in+chronic+obstructive+pulmonary+disease:+a+randomized+trial+&author=M+Beaumont&author=C+\xa0LeBer-Moy&author=C+Lochon&author=L+Peran&author=R+Pichon&publication_year=2015&hl=en']",26170421,https://doi.org/10.1177/1479972315594625, Beaumont 2015 {published and unpublished data}  ,included,CD013778-bbs2-0003,,,,26170421,42,https://journals.sagepub.com/doi/pdf/10.1177/1479972315594625,,26170421
CD013778-bib-0004,NCT01545011. ,Effects of inspiratory muscle training on dyspnea in subjects with chronic obstructive pulmonary disease (IMT),,,,   ,['citation-other'], NCT01545011. Effects of inspiratory muscle training on dyspnea in subjects with chronic obstructive pulmonary disease (IMT) [Effects of inspiratory muscle training combined with a pulmonary rehabilitation program versus a program of pulmonary rehabilitation alone on dyspnea: a randomized trial]. clinicaltrials.gov/show/nct01545011 (first received 6 March 2012). CENTRAL    ,[''],,, Beaumont 2015 {published and unpublished data}  ,included,CD013778-bbs2-0003,,,,,,,,
CD013778-bib-0005,"Beaumont M, Mialon P, Le Ber C,   Le Mevel P,   Peran L,   Meurisse O, et al. ",Effects of inspiratory muscle training on dyspnoea in severe COPD patients during pulmonary rehabilitation: controlled randomised trial, European Respiratory Journal ,2018,51,    ,['citation-journal']," Beaumont M, Mialon P, Le Ber C,   Le Mevel P,   Peran L,   Meurisse O, et al. Effects of inspiratory muscle training on dyspnoea in severe COPD patients during pulmonary rehabilitation: controlled randomised trial.  European Respiratory Journal 2018;51(1):01. CENTRAL [DOI: 10.1183/13993003.01107-2017]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1183/13993003.01107-2017', 'https://scholar.google.com/scholar_lookup?title=Effects+of+inspiratory+muscle+training+on+dyspnoea+in+severe+COPD+patients+during+pulmonary+rehabilitation:+controlled+randomised+trial+&author=M+Beaumont&author=P+Mialon&author=C+LeBer&author=P+\xa0LeMevel&author=L+\xa0\xa0Peran&author=O+\xa0\xa0Meurisse&publication_year=2018&hl=en']",,https://doi.org/10.1183/13993003.01107-2017, Beaumont 2018 {published data only}  ,included,CD013778-bbs2-0004,,,,29371379,79,https://erj.ersjournals.com/content/erj/51/1/1701107.full.pdf,,29371379
CD013778-bib-0006,"Beaumont M, Mialon P, Le Ber C, Le Mevel P, Peran L, Meurisse O, et al. ",Effects of inspiratory muscle training on dyspnea in severe COPD patients during pulmonary rehabilitation: controlled randomized trial, European Respiratory Journal ,2017,50,    ,['citation-journal']," Beaumont M, Mialon P, Le Ber C, Le Mevel P, Peran L, Meurisse O, et al. Effects of inspiratory muscle training on dyspnea in severe COPD patients during pulmonary rehabilitation: controlled randomized trial.  European Respiratory Journal 2017;50(suppl 61):OA2924. CENTRAL [DOI: 10.1183/1393003.congress-2017.OA2924]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Effects+of+inspiratory+muscle+training+on+dyspnea+in+severe+COPD+patients+during+pulmonary+rehabilitation:+controlled+randomized+trial+&author=M+Beaumont&author=P+Mialon&author=C+LeBer&author=P+LeMevel&author=L+Peran&author=O+Meurisse&publication_year=2017&hl=en']",,, Beaumont 2018 {published data only}  ,included,CD013778-bbs2-0004,,,,,,,,
CD013778-bib-0007,NCT02074813. ,Inspiratory muscle training during pulmonary rehabilitation in COPD (EMI II),,,,   ,['citation-other'], NCT02074813. Inspiratory muscle training during pulmonary rehabilitation in COPD (EMI II) [Effects of inspiratory muscle training (IMT) on dyspnea in COPD during pulmonary rehabilitation: randomized controlled trial]. clinicaltrials.gov/show/NCT02074813 (first received 28 February 2014). CENTRAL    ,[''],,, Beaumont 2018 {published data only}  ,included,CD013778-bbs2-0004,,,,,,,,
CD013778-bib-0008,"Beckerman M, Magadle R, Weiner M, Weiner P. ",The effects of 1 year of specific inspiratory muscle training in patients with COPD, Chest ,2005,128,    ,['citation-journal']," Beckerman M, Magadle R, Weiner M, Weiner P. The effects of 1 year of specific inspiratory muscle training in patients with COPD.  Chest 2005;128(5):3177-82. CENTRAL [DOI: 10.1378/chest.128.5.3177]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1378/chest.128.5.3177', 'https://www.ncbi.nlm.nih.gov/pubmed/16304259', 'https://scholar.google.com/scholar_lookup?title=The+effects+of+1+year+of+specific+inspiratory+muscle+training+in+patients+with+COPD&author=M+Beckerman&author=R+Magadle&author=M+Weiner&author=P+Weiner&publication_year=2005&hl=en']",16304259,https://doi.org/10.1378/chest.128.5.3177, Beckerman 2005 {published data only}  ,included,CD013778-bbs2-0005,,,16304259,,92,,,16304259
CD013778-bib-0009,"Beckermann M, Weiner M, Weiner P. ",The effects of one year specific inspiratory muscle training in patients with COPD,,2005,,    ,['citation-other']," Beckermann M, Weiner M, Weiner P. The effects of one year specific inspiratory muscle training in patients with COPD. In: European Respiratory Journal. Vol. 26 Suppl 49. 2005:Abstract No. 539. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=The+effects+of+one+year+specific+inspiratory+muscle+training+in+patients+with+COPD&author=M+Beckermann&author=M+Weiner&author=P+Weiner&publication_year=2005&hl=en']",,, Beckerman 2005 {published data only}  ,included,CD013778-bbs2-0005,,,,,,,,
CD013778-bib-0010,"Weiner P, Beckerman M, Magadle R, Berar-Yanay N. ",Maintenance of inspiratory muscle training in COPD patients: one year follow up [Abstract],,2003,,    ,['citation-other']," Weiner P, Beckerman M, Magadle R, Berar-Yanay N. Maintenance of inspiratory muscle training in COPD patients: one year follow up [Abstract]. In: European Respiratory Journal. Vol. 22. 2003:P3438. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Maintenance+of+inspiratory+muscle+training+in+COPD+patients:+one+year+follow+up+[Abstract]&author=P+Weiner&author=M+Beckerman&author=R+Magadle&author=N+Berar-Yanay&publication_year=2003&hl=en']",,, Beckerman 2005 {published data only}  ,included,CD013778-bbs2-0005,,14738232,,,,,,14738232
CD013778-bib-0011,"Weiner P, Magadle R, Beckerman M, Weiner M, Berar-Yanay N. ",Maintenance of inspiratory muscle training in COPD patients: one year follow-up, European Respiratory Journal ,2004,23,    ,['citation-journal']," Weiner P, Magadle R, Beckerman M, Weiner M, Berar-Yanay N. Maintenance of inspiratory muscle training in COPD patients: one year follow-up.  European Respiratory Journal 2004;23(1):61-5. CENTRAL [DOI: 10.1183/09031936.03.00059503]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1183/09031936.03.00059503', 'https://www.ncbi.nlm.nih.gov/pubmed/14738232', 'https://scholar.google.com/scholar_lookup?title=Maintenance+of+inspiratory+muscle+training+in+COPD+patients:+one+year+follow-up&author=P+Weiner&author=R+Magadle&author=M+Beckerman&author=M+Weiner&author=N+Berar-Yanay&publication_year=2004&hl=en']",14738232,https://doi.org/10.1183/09031936.03.00059503, Beckerman 2005 {published data only}  ,included,CD013778-bbs2-0005,,14738232,14738232,14738232,131,https://erj.ersjournals.com/content/erj/23/1/61.full.pdf,,14738232
CD013778-bib-0012,"Belman MJ, Shadmehr R. ",Targeted resistive ventilatory muscle training in chronic obstructive pulmonary disease, Journal of Applied Physiology ,1988,65,    ,['citation-journal']," Belman MJ, Shadmehr R. Targeted resistive ventilatory muscle training in chronic obstructive pulmonary disease.  Journal of Applied Physiology 1988;65(6):2726-35. CENTRAL [DOI: 10.1152/jappl.1988.65.6.2726]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1152/jappl.1988.65.6.2726', 'https://www.ncbi.nlm.nih.gov/pubmed/3215873', 'https://scholar.google.com/scholar_lookup?title=Targeted+resistive+ventilatory+muscle+training+in+chronic+obstructive+pulmonary+disease&author=MJ+Belman&author=R+Shadmehr&publication_year=1988&hl=en']",3215873,https://doi.org/10.1152/jappl.1988.65.6.2726, Belman 1988 {published data only}  ,included,CD013778-bbs2-0006,,1999698,,3215873,108,,,3215873
CD013778-bib-0013,"Berry MJ, Adair NE, Sevensky KS, Quinby A, Lever, HM. ",Inspiratory muscle training and whole-body reconditioning in chronic obstructive pulmonary disease, American Journal of Respiratory and Critical Care Medicine ,1996,153,    ,['citation-journal']," Berry MJ, Adair NE, Sevensky KS, Quinby A, Lever, HM. Inspiratory muscle training and whole-body reconditioning in chronic obstructive pulmonary disease.  American Journal of Respiratory and Critical Care Medicine 1996;153(6):1812-16. CENTRAL [DOI: 10.1164/ajrccm.153.6.8665039]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1164/ajrccm.153.6.8665039', 'https://www.ncbi.nlm.nih.gov/pubmed/8665039', 'https://scholar.google.com/scholar_lookup?title=Inspiratory+muscle+training+and+whole-body+reconditioning+in+chronic+obstructive+pulmonary+disease+&author=MJ+Berry&author=NE+Adair&author=KS+Sevensky&author=A+Quinby&publication_year=1996&hl=en']",8665039,https://doi.org/10.1164/ajrccm.153.6.8665039, Berry 1996 {published data only}  ,included,CD013778-bbs2-0007,,8665039,,8665039,80,,,8665039
CD013778-bib-0014,Axmann de Castro M. ,,"Efeito do treinamento muscular inspiratório sobre a dispneia, tolerância ao exercício e metaborreflexo da musculatura ventilatória em pacientes com doença pulmonar obstrutiva crônica [Masters thesis]",2015,, [https://www.lume.ufrgs.br/bitstream/handle/10183/119402/000969567.pdf?sequence=1]   ,['citation-book']," Axmann de Castro M. Efeito do treinamento muscular inspiratório sobre a dispneia, tolerância ao exercício e metaborreflexo da musculatura ventilatória em pacientes com doença pulmonar obstrutiva crônica [Masters thesis]. Porto Alegre: Federal University of Rio Grande do Sul (UFRGS), 2015. CENTRAL [https://www.lume.ufrgs.br/bitstream/handle/10183/119402/000969567.pdf?sequence=1]    ",[''],,, Berton 2015 {published data only}  ,included,CD013778-bbs2-0008,,,,,,,,
CD013778-bib-0015,"Berton DC, Castro M, Frohlich LF, Castilho M, Dorneles R, Chiappa G, et al. ",Effects of inspiratory muscle training on leg blood flow and exercise tolerance in COPD, European Respiratory Journal ,2015,46 Suppl 59,    ,['citation-journal']," Berton DC, Castro M, Frohlich LF, Castilho M, Dorneles R, Chiappa G, et al. Effects of inspiratory muscle training on leg blood flow and exercise tolerance in COPD.  European Respiratory Journal 2015;46 Suppl 59:PA2250. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Effects+of+inspiratory+muscle+training+on+leg+blood+flow+and+exercise+tolerance+in+COPD+&author=DC+Berton&author=M+Castro&author=LF+Frohlich&author=M+Castilho&author=R+Dorneles&author=G+Chiappa&publication_year=2015&hl=en']",,, Berton 2015 {published data only}  ,included,CD013778-bbs2-0008,,,,,,,,
CD013778-bib-0016,"Castro MA, Fröhlich LF, Chiappa GR, Knorst MM, Neder JA, Berton DC, et al. ",Improvement in exercise capacity after inspiratory muscle training is related to increased calf blood flow during inspiratory load in COPD, SM Journal of Pulmonary Medicine ,2016,2,    ,['citation-journal']," Castro MA, Fröhlich LF, Chiappa GR, Knorst MM, Neder JA, Berton DC, et al. Improvement in exercise capacity after inspiratory muscle training is related to increased calf blood flow during inspiratory load in COPD.  SM Journal of Pulmonary Medicine 2016;2(1):1013. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Improvement+in+exercise+capacity+after+inspiratory+muscle+training+is+related+to+increased+calf+blood+flow+during+inspiratory+load+in+COPD+&author=MA+Castro&author=LF+Fröhlich&author=GR+Chiappa&author=MM+Knorst&author=DC+Berton&publication_year=2016&hl=en']",,, Berton 2015 {published data only}  ,included,CD013778-bbs2-0008,,,,,,,,
CD013778-bib-0017,"Bustamante V, Gáldiz Iturri JB, Gorostiza Manterola A,  Camino Buey J,   Talayero Sebastián N,   Peña Víctor S. ",Comparison of 2 methods for inspiratory muscle training in patients with chronic obstructive pulmonary disease, Archivos de Bronconeumología ,2007,43,    ,['citation-journal']," Bustamante V, Gáldiz Iturri JB, Gorostiza Manterola A,  Camino Buey J,   Talayero Sebastián N,   Peña Víctor S. Comparison of 2 methods for inspiratory muscle training in patients with chronic obstructive pulmonary disease [Comparación de 2 métodos de entrenamiento muscular inspiratorio en pacientes con EPOC].  Archivos de Bronconeumología 2007;43(8):431-8. CENTRAL [DOI: 10.1157/13108782]    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/17692243', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+2+methods+for+inspiratory+muscle+training+in+patients+with+chronic+obstructive+pulmonary+disease+&author=V+Bustamante&author=JB+GáldizIturri&author=J+\xa0CaminoBuey&author=N+\xa0\xa0TalayeroSebastián&author=S+\xa0\xa0PeñaVíctor&publication_year=2007&hl=en']",17692243,, Bustamante 2007 {published data only}  ,included,CD013778-bbs2-0009,,,,,,,,17692243
CD013778-bib-0018,"Charususin N, Gosselink R, Decramer M, Demeyer H, McConnell A, Saey D, et al. ",Randomised controlled trial of adjunctive inspiratory muscle training for patients with COPD, Thorax ,2018,73,    ,['citation-journal']," Charususin N, Gosselink R, Decramer M, Demeyer H, McConnell A, Saey D, et al. Randomised controlled trial of adjunctive inspiratory muscle training for patients with COPD.  Thorax 2018;73(10):942-50. CENTRAL [DOI: 10.1136/thoraxjnl-2017-211417]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/thoraxjnl-2017-211417', 'https://www.ncbi.nlm.nih.gov/pubmed/29914940', 'https://scholar.google.com/scholar_lookup?title=Randomised+controlled+trial+of+adjunctive+inspiratory+muscle+training+for+patients+with+COPD+&author=N+Charususin&author=R+Gosselink&author=M+Decramer&author=H+Demeyer&author=A+McConnell&author=D+Saey&publication_year=2018&hl=en']",29914940,https://doi.org/10.1136/thoraxjnl-2017-211417, Charususin 2018 {published and unpublished data}  ,included,CD013778-bbs2-0010,,,29914940,29914940,100,https://thorax.bmj.com/content/thoraxjnl/73/10/942.full.pdf,,29914940
