reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD014884-bib-0001,"Barron KS, Murphy DJ Jr, Silverman ED, Ruttenberg HD, Wright GB, Franklin W, et al. ",Treatment of Kawaski syndrome: a comparison of two dosage regimens of intravenously administered immune globulin, Journal of Pediatrics ,1990,117,    ,['citation-journal']," Barron KS, Murphy DJ Jr, Silverman ED, Ruttenberg HD, Wright GB, Franklin W, et al. Treatment of Kawaski syndrome: a comparison of two dosage regimens of intravenously administered immune globulin.  Journal of Pediatrics 1990;117(4):638-44. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0022-3476(05)80707-3', 'https://www.ncbi.nlm.nih.gov/pubmed/2213395', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+Kawaski+syndrome:+a+comparison+of+two+dosage+regimens+of+intravenously+administered+immune+globulin+&author=KS+Barron&author=ED+Silverman&author=HD+Ruttenberg&author=GB+Wright&author=W+Franklin&publication_year=1990&hl=en']",2213395,https://doi.org/10.1016/S0022-3476(05)80707-3, Barron 1990 {published data only}  ,included,CD014884-bbs2-0001,,,,2213395,66.0,,,2213395
CD014884-bib-0002,"Burns JC, Connor JD, Capparelli EV, Best BM, Mejias A, Mahony L, et al. ",Infliximab treatment of intravenous immunoglobulin-resistant Kawasaki disease, Journal of Pediatrics ,2008,153,    ,['citation-journal']," Burns JC, Connor JD, Capparelli EV, Best BM, Mejias A, Mahony L, et al. Infliximab treatment of intravenous immunoglobulin-resistant Kawasaki disease.  Journal of Pediatrics 2008;153(6):833-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jpeds.2008.06.011', 'https://www.ncbi.nlm.nih.gov/pubmed/18672254', 'https://scholar.google.com/scholar_lookup?title=Infliximab+treatment+of+intravenous+immunoglobulin-resistant+Kawasaki+disease&author=JC+Burns&author=JD+Connor&author=EV+Capparelli&author=BM+Best&author=A+Mejias&author=L+Mahony&publication_year=2008&hl=en']",18672254,https://doi.org/10.1016/j.jpeds.2008.06.011, Burns 2008 {published data only}  ,included,CD014884-bbs2-0002,,,,18672254,248.0,https://europepmc.org/articles/pmc2856847?pdf=render,,18672254
CD014884-bib-0003,NCT00271570. ,Infliximab (Remicade) for patients with acute Kawasaki disease,,,,   ,['citation-other'], NCT00271570. Infliximab (Remicade) for patients with acute Kawasaki disease. clinicaltrials.gov/show/NCT00271570 (first received 2 January 2006). CENTRAL    ,[''],,, Burns 2008 {published data only}  ,included,CD014884-bbs2-0002,,,,,,,,
CD014884-bib-0004,"Burns JC, Roberts SC, Tremoulet AH, He F, Printz BF, Ashouri N, et al. ","Infliximab versus second intravenous immunoglobulin for treatment of resistant Kawasaki disease in the USA (KIDCARE): a randomised, multicentre comparative effectiveness trial", Lancet Child and Adolescent Health ,2021,5,    ,['citation-journal']," Burns JC, Roberts SC, Tremoulet AH, He F, Printz BF, Ashouri N, et al. Infliximab versus second intravenous immunoglobulin for treatment of resistant Kawasaki disease in the USA (KIDCARE): a randomised, multicentre comparative effectiveness trial.  Lancet Child and Adolescent Health 2021;5(12):852-61. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S2352-4642(21)00270-4', 'https://www.ncbi.nlm.nih.gov/pubmed/34715057', 'https://scholar.google.com/scholar_lookup?title=Infliximab+versus+second+intravenous+immunoglobulin+for+treatment+of+resistant+Kawasaki+disease+in+the+USA+(KIDCARE):+a+randomised,+multicentre+comparative+effectiveness+trial+&author=JC+Burns&author=SC+Roberts&author=AH+Tremoulet&author=F+He&author=BF+Printz&author=N+Ashouri&publication_year=2021&hl=en']",34715057,https://doi.org/10.1016/S2352-4642(21)00270-4, Burns 2021 {published data only}  ,included,CD014884-bbs2-0003,,,34715057,34715057,61,http://www.thelancet.com/article/S2352464221002704/pdf,,34715057
CD014884-bib-0005,NCT03065244. ,KIDCARE (Kawasaki Disease Comparative Effectiveness Trial),,,,   ,['citation-other'], NCT03065244. KIDCARE (Kawasaki Disease Comparative Effectiveness Trial). clinicaltrials.gov/show/NCT03065244 (first received 27 February 2017). CENTRAL    ,[''],,, Burns 2021 {published data only}  ,included,CD014884-bbs2-0003,,34715057,,,,,,34715057
CD014884-bib-0006,"Roberts SC, Jain S, Tremoulet AH, Kim KK, Burns JC, KIDCARE Multicenter Study Group. ","The Kawasaki Disease Comparative Effectiveness (KIDCARE) trial: a phase III, randomized trial of second intravenous immunoglobulin versus infliximab for resistant Kawasaki disease", Contemporary Clinical Trials ,2019,79,    ,['citation-journal']," Roberts SC, Jain S, Tremoulet AH, Kim KK, Burns JC, KIDCARE Multicenter Study Group. The Kawasaki Disease Comparative Effectiveness (KIDCARE) trial: a phase III, randomized trial of second intravenous immunoglobulin versus infliximab for resistant Kawasaki disease.  Contemporary Clinical Trials 2019;79:98-103. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.cct.2019.02.008', 'https://www.ncbi.nlm.nih.gov/pubmed/30840903', 'https://scholar.google.com/scholar_lookup?title=The+Kawasaki+Disease+Comparative+Effectiveness+(KIDCARE)+trial:+a+phase+III,+randomized+trial+of+second+intravenous+immunoglobulin+versus+infliximab+for+resistant+Kawasaki+disease+&author=SC+Roberts&author=S+Jain&author=AH+Tremoulet&author=KK+Kim&author=JC+Burns&publication_year=2019&hl=en']",30840903,https://doi.org/10.1016/j.cct.2019.02.008, Burns 2021 {published data only}  ,included,CD014884-bbs2-0003,,,,30840903,24,https://scholarworks.indianapolis.iu.edu/bitstreams/40243e7d-3803-4512-a460-b658920929ea/download,,30840903
CD014884-bib-0007,"Furusho K, Kamiya T, Nakano H, Kiyosawa N, Shinomiya K, Hayashidera T, et al. ",Intravenous gamma-globulin for Kawasaki disease, Acta Paediatrica Japonica: Overseas edition ,1991,33,    ,['citation-journal']," Furusho K, Kamiya T, Nakano H, Kiyosawa N, Shinomiya K, Hayashidera T, et al. Intravenous gamma-globulin for Kawasaki disease.  Acta Paediatrica Japonica: Overseas edition 1991;33(6):799-804. CENTRAL [DOI: 10.1111/j.1442-200x.1991.tb02611.x]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1442-200X.1991.tb02611.x', 'https://www.ncbi.nlm.nih.gov/pubmed/1801560', 'https://scholar.google.com/scholar_lookup?title=Intravenous+gamma-globulin+for+Kawasaki+disease&author=K+Furusho&author=T+Kamiya&author=H+Nakano&author=N+Kiyosawa&author=K+Shinomiya&author=T+Hayashidera&publication_year=1991&hl=en']",1801560,https://doi.org/10.1111/j.1442-200X.1991.tb02611.x, Furusho 1984 {published data only}  ,included,CD014884-bbs2-0004,,,,,27,,,1801560
CD014884-bib-0008,"Furusho K, Kamiya T, Nakano H. ",High-dose intravenous gammaglobulin for Kawasaki disease, Lancet ,1984,2,    ,['citation-journal']," Furusho K, Kamiya T, Nakano H. High-dose intravenous gammaglobulin for Kawasaki disease.  Lancet 1984;2(8411):1055-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0140-6736(84)91504-6', 'https://www.ncbi.nlm.nih.gov/pubmed/6209513', 'https://scholar.google.com/scholar_lookup?title=High-dose+intravenous+gammaglobulin+for+Kawasaki+disease&author=K+Furusho&author=T+Kamiya&author=H+Nakano&publication_year=1984&hl=en']",6209513,https://doi.org/10.1016/S0140-6736(84)91504-6, Furusho 1984 {published data only}  ,included,CD014884-bbs2-0004,,6209513,,6209513,475,,,6209513
CD014884-bib-0009,"Furusho K, Kamiya T, Nakano H, Kiyosawa N, Shinomiya K, Hayashidera T, et al. ",Intravenous gamma-globulin for Kawasaki disease, Acta Paediatrica Japonica: Overseas edition ,1991,33,    ,['citation-journal']," Furusho K, Kamiya T, Nakano H, Kiyosawa N, Shinomiya K, Hayashidera T, et al. Intravenous gamma-globulin for Kawasaki disease.  Acta Paediatrica Japonica: Overseas edition 1991;33(6):799-804. CENTRAL [DOI: 10.1111/j.1442-200x.1991.tb02611.x]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1442-200X.1991.tb02611.x', 'https://www.ncbi.nlm.nih.gov/pubmed/1801560', 'https://scholar.google.com/scholar_lookup?title=Intravenous+gamma-globulin+for+Kawasaki+disease&author=K+Furusho&author=T+Kamiya&author=H+Nakano&author=N+Kiyosawa&author=K+Shinomiya&author=T+Hayashidera&publication_year=1991&hl=en']",1801560,https://doi.org/10.1111/j.1442-200X.1991.tb02611.x, Furusho 1991A {published data only}  ,included,CD014884-bbs2-0005,,,,,27,,,1801560
CD014884-bib-0010,"Furusho K, Kamiya T, Nakano H, Kiyosawa N, Shinomiya K, Hayashidera T, et al. ",Intravenous gamma-globulin for Kawasaki disease, Acta Paediatrica Japonica: Overseas edition ,1991,33,    ,['citation-journal']," Furusho K, Kamiya T, Nakano H, Kiyosawa N, Shinomiya K, Hayashidera T, et al. Intravenous gamma-globulin for Kawasaki disease.  Acta Paediatrica Japonica: Overseas edition 1991;33(6):799-804. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1442-200X.1991.tb02611.x', 'https://www.ncbi.nlm.nih.gov/pubmed/1801560', 'https://scholar.google.com/scholar_lookup?title=Intravenous+gamma-globulin+for+Kawasaki+disease&author=K+Furusho&author=T+Kamiya&author=H+Nakano&author=N+Kiyosawa&author=K+Shinomiya&author=T+Hayashidera&publication_year=1991&hl=en']",1801560,https://doi.org/10.1111/j.1442-200X.1991.tb02611.x, Furusho 1991B {published data only}  ,included,CD014884-bbs2-0006,,,,,27,,,1801560
