reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015171-bib-0001,"Adrion C, Fischer CS, Wagner J, Gurkov R, Mansmann U, Strupp M. ","Efficacy and safety of betahistine treatment in patients with Meniere's disease: primary results of a long term, multicentre, double blind, randomised, placebo controlled, dose defining trial (BEMED trial)", BMJ ,2016,352,    ,['citation-journal']," Adrion C, Fischer CS, Wagner J, Gurkov R, Mansmann U, Strupp M. Efficacy and safety of betahistine treatment in patients with Meniere's disease: primary results of a long term, multicentre, double blind, randomised, placebo controlled, dose defining trial (BEMED trial).  BMJ 2016;352:h6816. CENTRAL [DOI: http://dx.doi.org/10.1136/bmj.h6816]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/bmj.h6816', 'https://www.ncbi.nlm.nih.gov/pubmed/26797774', ""https://scholar.google.com/scholar_lookup?title=Efficacy+and+safety+of+betahistine+treatment+in+patients+with+Meniere's+disease:+primary+results+of+a+long+term,+multicentre,+double+blind,+randomised,+placebo+controlled,+dose+defining+trial+(BEMED+trial)+&author=C+Adrion&author=CS+Fischer&author=J+Wagner&author=R+Gurkov&author=U+Mansmann&author=M+Strupp&publication_year=2016&hl=en""]",26797774,https://doi.org/10.1136/bmj.h6816, Adrion 2016 {published data only}  ,included,CD015171-bbs2-0001,,26797774,26797774,,,,,26797774
CD015171-bib-0002,Adrion C. ,Enquiry from Cochrane ENT regarding the BEMED trial [personal communication],,,,   ,['citation-other'], Adrion C. Enquiry from Cochrane ENT regarding the BEMED trial [personal communication]. E-mail to: K Webster 27 July 2022. CENTRAL    ,[''],,, Adrion 2016 {published data only}  ,included,CD015171-bbs2-0001,,,,,,,,
CD015171-bib-0003,ISRCTN44359668. ,"Medical treatment of Meniere's disease with betahistine: a placebo-controlled, dose-finding study",,,,]   ,['citation-other']," ISRCTN44359668. Medical treatment of Meniere's disease with betahistine: a placebo-controlled, dose-finding study. https://www.isrctn.com/ISRCTN44359668 (first received 12 September 2007). CENTRAL [DOI: https://doi.org/10.1186/ISRCTN44359668]    ",[''],,, Adrion 2016 {published data only}  ,included,CD015171-bbs2-0001,,,,,,,,
CD015171-bib-0004,,"Medical treatment of Meniere’s disease with betahistine: a placebo-controlled, dose-finding study",,,,   ,['citation-other']," Medical treatment of Meniere’s disease with betahistine: a placebo-controlled, dose-finding study. https://www.clinicaltrialsregister.eu/ctr-search/trial/2005-000752-32/DE (first received 16 June 2005). CENTRAL    ",[''],,, Adrion 2016 {published data only}  ,included,CD015171-bbs2-0001,,,,,,,,
CD015171-bib-0005,"Albu S, Nagy A, Doros C, Marceanu L, Cozma S, Musat G, et al. ",Treatment of Ménière's disease with intratympanic dexamethazone plus high dosage of betahistine, American Journal of Otolaryngology ,2016,37,    ,['citation-journal']," Albu S, Nagy A, Doros C, Marceanu L, Cozma S, Musat G, et al. Treatment of Ménière's disease with intratympanic dexamethazone plus high dosage of betahistine.  American Journal of Otolaryngology 2016;37(3):225-30. CENTRAL [DOI: 10.1016/j.amjoto.2015.12.007]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.amjoto.2015.12.007', 'https://www.ncbi.nlm.nih.gov/pubmed/27178513', ""https://scholar.google.com/scholar_lookup?title=Treatment+of+Ménière's+disease+with+intratympanic+dexamethazone+plus+high+dosage+of+betahistine+&author=S+Albu&author=A+Nagy&author=C+Doros&author=L+Marceanu&author=S+Cozma&author=G+Musat&publication_year=2016&hl=en""]",27178513,https://doi.org/10.1016/j.amjoto.2015.12.007, Albu 2016 {published data only}  ,included,CD015171-bbs2-0002,,,,,,,,27178513
CD015171-bib-0006,"Derebery MJ, Fisher L, Iqbal Z. ","Randomized double-blinded, placebo-controlled clinical trial of famciclovir for reduction of Ménière’s disease symptoms", Otolaryngology - Head and Neck Surgery ,2004,131,    ,['citation-journal']," Derebery MJ, Fisher L, Iqbal Z. Randomized double-blinded, placebo-controlled clinical trial of famciclovir for reduction of Ménière’s disease symptoms.  Otolaryngology - Head and Neck Surgery 2004;131:877-84. CENTRAL [DOI: 10.1016/j.otohns.2004.08.01]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.otohns.2004.08.012', 'https://www.ncbi.nlm.nih.gov/pubmed/15577784', 'https://scholar.google.com/scholar_lookup?title=Randomized+double-blinded,+placebo-controlled+clinical+trial+of+famciclovir+for+reduction+of+Ménière’s+disease+symptoms+&author=MJ+Derebery&author=L+Fisher&author=Z+Iqbal&publication_year=2004&hl=en']",15577784,https://doi.org/10.1016/j.otohns.2004.08.012, Derebery 2004 {published data only}  ,included,CD015171-bbs2-0003,,15577784,,,,,,15577784
CD015171-bib-0007,"Derebery MJ, Fisher LM, Masuda A. ","Results of a randomized, placebo-controlled clinical trial of Famvir for active Meniere's disease", Otolaryngology - Head and Neck Surgery ,2003,129,    ,['citation-journal']," Derebery MJ, Fisher LM, Masuda A. Results of a randomized, placebo-controlled clinical trial of Famvir for active Meniere's disease.  Otolaryngology - Head and Neck Surgery 2003;129(2):192-3. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0194-59980301223-3', 'https://www.ncbi.nlm.nih.gov/pubmed/12958566', ""https://scholar.google.com/scholar_lookup?title=Results+of+a+randomized,+placebo-controlled+clinical+trial+of+Famvir+for+active+Meniere's+disease+&author=MJ+Derebery&author=LM+Fisher&author=A+Masuda&publication_year=2003&hl=en""]",12958566,https://doi.org/10.1016/S0194-59980301223-3, Derebery 2004 {published data only}  ,included,CD015171-bbs2-0003,,,,,,,,12958566
CD015171-bib-0008,Duphar Laboratories. ,"Medical Report: Betahistine dihydrochloride and peripheral vertigo. A double blind, placebo-controlled trial in outpatients",,,,   ,['citation-other']," Duphar Laboratories. Medical Report: Betahistine dihydrochloride and peripheral vertigo. A double blind, placebo-controlled trial in outpatients. Supplied by Abbott. CENTRAL    ",[''],,, Duphar B.V. 77.054/M {published data only}  ,included,CD015171-bbs2-0004,,,,,,,,
CD015171-bib-0009,"Khan BH, Ahmed Z, Khan RA. ",Effects of diuretic and vasodilator therapy in Meniere's Disease, Biomedica ,2011,27,    ,['citation-journal']," Khan BH, Ahmed Z, Khan RA. Effects of diuretic and vasodilator therapy in Meniere's Disease.  Biomedica 2011;27(2):114-8. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=Effects+of+diuretic+and+vasodilator+therapy+in+Meniere's+Disease&author=BH+Khan&author=Z+Ahmed&author=RA+Khan&publication_year=2011&hl=en""]",,, Khan 2011 {published data only}  ,included,CD015171-bbs2-0005,,,,,,,,
CD015171-bib-0010,"Mira E, Guidetti G, Ghilardi L, Fattori B, Malannino N, Maiolino L, et al. ",Betahistine dihydrochloride in the treatment of peripheral vestibular vertigo, European Archives of Oto-Rhino-Laryngology ,2003,260,    ,['citation-journal']," Mira E, Guidetti G, Ghilardi L, Fattori B, Malannino N, Maiolino L, et al. Betahistine dihydrochloride in the treatment of peripheral vestibular vertigo.  European Archives of Oto-Rhino-Laryngology 2003;260(2):73-7. CENTRAL [DOI: 10.1007/s00405-002-0524-4]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00405-002-0524-4', 'https://www.ncbi.nlm.nih.gov/pubmed/12582782', 'https://scholar.google.com/scholar_lookup?title=Betahistine+dihydrochloride+in+the+treatment+of+peripheral+vestibular+vertigo&author=E+Mira&author=G+Guidetti&author=L+Ghilardi&author=B+Fattori&author=N+Malannino&author=L+Maiolino&publication_year=2003&hl=en']",12582782,https://doi.org/10.1007/s00405-002-0524-4, Mira 2003 {published data only}  ,included,CD015171-bbs2-0006,,,,,,,,12582782
CD015171-bib-0011,"Morales-Luckie E, Cornejo-Suarez A, Zaragoza-Contreras MA, Gonzalez-Perez O. ",Oral administration of prednisone to control refractory vertigo in Meniere's disease: a pilot study, Otology and Neurotology ,2005,26,    ,['citation-journal']," Morales-Luckie E, Cornejo-Suarez A, Zaragoza-Contreras MA, Gonzalez-Perez O. Oral administration of prednisone to control refractory vertigo in Meniere's disease: a pilot study.  Otology and Neurotology 2005;26(5):1022-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/01.mao.0000185057.81962.51', 'https://www.ncbi.nlm.nih.gov/pubmed/16151353', ""https://scholar.google.com/scholar_lookup?title=Oral+administration+of+prednisone+to+control+refractory+vertigo+in+Meniere's+disease:+a+pilot+study+&author=E+Morales-Luckie&author=A+Cornejo-Suarez&author=MA+Zaragoza-Contreras&author=O+Gonzalez-Perez&publication_year=2005&hl=en""]",16151353,https://doi.org/10.1097/01.mao.0000185057.81962.51, Morales‐Luckie 2005 {published data only}  ,included,CD015171-bbs2-0007,,16151353,16151353,,,,,16151353
CD015171-bib-0012,"Park HW, Chung WH, Kim SH, Kim KS, Chung JW, Chae SW, et al. ",Multicenter randomized study on the efficacy of isosorbide in patients with Ménière's disease, Research in Vestibular Science ,2016,15,    ,['citation-journal']," Park HW, Chung WH, Kim SH, Kim KS, Chung JW, Chae SW, et al. Multicenter randomized study on the efficacy of isosorbide in patients with Ménière's disease.  Research in Vestibular Science 2016;15(2):44-50. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=Multicenter+randomized+study+on+the+efficacy+of+isosorbide+in+patients+with+Ménière's+disease+&author=HW+Park&author=WH+Chung&author=SH+Kim&author=KS+Kim&author=JW+Chung&author=SW+Chae&publication_year=2016&hl=en""]",,, Park 2016 {published data only}  ,included,CD015171-bbs2-0008,,,,,,,,
CD015171-bib-0013,"Ricci V, Sittoni V, Nicora M. ",Efficacy and safety of betahistine hydrochloride versus placebo in Meniere's disease, Revista Italiana di Otorinolaringologia Audiologia e Foniatria ,1987,7,    ,['citation-journal']," Ricci V, Sittoni V, Nicora M. Efficacy and safety of betahistine hydrochloride versus placebo in Meniere's disease [Valutazione terapeutica e tollerabilita del cloridrato di betaistina (Microser) in confronto a placebo nella malattia di Meniere].  Revista Italiana di Otorinolaringologia Audiologia e Foniatria 1987;7(3):347-50. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=Efficacy+and+safety+of+betahistine+hydrochloride+versus+placebo+in+Meniere's+disease&author=V+Ricci&author=V+Sittoni&author=M+Nicora&publication_year=1987&hl=en""]",,, Ricci 1987 {published data only}  ,included,CD015171-bbs2-0009,,,,,,,,
CD015171-bib-0014,"Schmidt JT, Huizing EH. ",The clinical drug trial in Meniere's disease with emphasis on the effect of betahistine SR, Acta Oto-Laryngologica ,1992,497,    ,['citation-journal']," Schmidt JT, Huizing EH. The clinical drug trial in Meniere's disease with emphasis on the effect of betahistine SR.  Acta Oto-Laryngologica 1992;497(Suppl):1-189. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=The+clinical+drug+trial+in+Meniere's+disease+with+emphasis+on+the+effect+of+betahistine+SR+&author=JT+Schmidt&author=EH+Huizing&publication_year=1992&hl=en""]",,, Schmidt 1992 {published data only}  ,included,CD015171-bbs2-0010,,1496890,1496890,,,,,1496890
