reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015016-bib-0001,"Bouwmeester NJ, Anand KJ, Van Dijk M, Hop WC, Boomsma F, Tibboel D. ","Hormonal and metabolic stress responses after major surgery in children aged 0-3 years: a double-blind, randomized trial comparing the effects of continuous versus intermittent morphine", British Journal of Anaesthesia ,2001,87,    ,['citation-journal']," Bouwmeester NJ, Anand KJ, Van Dijk M, Hop WC, Boomsma F, Tibboel D. Hormonal and metabolic stress responses after major surgery in children aged 0-3 years: a double-blind, randomized trial comparing the effects of continuous versus intermittent morphine.  British Journal of Anaesthesia 2001;87(3):390-9. CENTRAL [DOI: 10.1093/bja/87.3.390]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1093/bja/87.3.390', 'https://scholar.google.com/scholar_lookup?title=Hormonal+and+metabolic+stress+responses+after+major+surgery+in+children+aged+0-3+years:+a+double-blind,+randomized+trial+comparing+the+effects+of+continuous+versus+intermittent+morphine+&author=NJ+Bouwmeester&author=KJ+Anand&author=M+VanDijk&author=WC+Hop&author=F+Boomsma&author=D+Tibboel&publication_year=2001&hl=en']",,https://doi.org/10.1093/bja/87.3.390, Bouwmeester 2001 {published data only}  ,included,CD015016-bbs2-0001,,,,11517122,114.0,http://bjanaesthesia.org/article/S0007091217366357/pdf,,11517122
CD015016-bib-0002,"Bouwmeester NJ, Van den Anker JN, Hop WC, Anand KJ, Tibboel D. ",Age- and therapy-related effects on morphine requirements and plasma concentrations of morphine and its metabolites in postoperative infants, British Journal of Anaesthesia ,2003,90,    ,['citation-journal']," Bouwmeester NJ, Van den Anker JN, Hop WC, Anand KJ, Tibboel D. Age- and therapy-related effects on morphine requirements and plasma concentrations of morphine and its metabolites in postoperative infants.  British Journal of Anaesthesia 2003;90(5):642-52. CENTRAL [DOI: 10.1093/bja/aeg121]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1093/bja/aeg121', 'https://scholar.google.com/scholar_lookup?title=Age-+and+therapy-related+effects+on+morphine+requirements+and+plasma+concentrations+of+morphine+and+its+metabolites+in+postoperative+infants+&author=NJ+Bouwmeester&author=JN+VandenAnker&author=WC+Hop&author=KJ+Anand&author=D+Tibboel&publication_year=2003&hl=en']",,https://doi.org/10.1093/bja/aeg121, Bouwmeester 2003a {published data only}  ,included,CD015016-bbs2-0002,,12697593,12697593,12697593,115.0,http://bjanaesthesia.org/article/S0007091217375608/pdf,,12697593
CD015016-bib-0003,"Bouwmeester NJ, Hop WC, Van Dijk M, Anand KJ, Van den Anker JN, Tibboel D. ",Postoperative pain in the neonate: age-related differences in morphine requirements and metabolism, Intensive Care Medicine ,2003,29,    ,['citation-journal']," Bouwmeester NJ, Hop WC, Van Dijk M, Anand KJ, Van den Anker JN, Tibboel D. Postoperative pain in the neonate: age-related differences in morphine requirements and metabolism.  Intensive Care Medicine 2003;29(11):2009-15. CENTRAL [DOI: 10.1007/s00134-003-1899-4]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s00134-003-1899-4', 'https://scholar.google.com/scholar_lookup?title=Postoperative+pain+in+the+neonate:+age-related+differences+in+morphine+requirements+and+metabolism+&author=NJ+Bouwmeester&author=WC+Hop&author=M+VanDijk&author=KJ+Anand&author=JN+VandenAnker&author=D+Tibboel&publication_year=2003&hl=en']",,https://doi.org/10.1007/s00134-003-1899-4, Bouwmeester 2003b {published data only}  ,included,CD015016-bbs2-0003,,12897995,12897995,12897995,130.0,,,12897995
CD015016-bib-0004,"Czarnecki ML, Hainsworth K, Simpson PM, Arca MJ, Uhing MR, Zhang L, et al. ",A pilot randomized controlled trial of outcomes associated with parent-nurse controlled analgesia vs. continuous opioid infusion in the Neonatal Intensive Care Unit, Pain Management Nursing ,2020,21,    ,['citation-journal']," Czarnecki ML, Hainsworth K, Simpson PM, Arca MJ, Uhing MR, Zhang L, et al. A pilot randomized controlled trial of outcomes associated with parent-nurse controlled analgesia vs. continuous opioid infusion in the Neonatal Intensive Care Unit.  Pain Management Nursing 2020;21(1):72-80. CENTRAL [DOI: 10.1016/j.pmn.2019.08.002]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.pmn.2019.08.002', 'https://scholar.google.com/scholar_lookup?title=A+pilot+randomized+controlled+trial+of+outcomes+associated+with+parent-nurse+controlled+analgesia+vs.+continuous+opioid+infusion+in+the+Neonatal+Intensive+Care+Unit+&author=ML+Czarnecki&author=K+Hainsworth&author=PM+Simpson&author=MJ+Arca&author=MR+Uhing&author=L+Zhang&publication_year=2020&hl=en']",,https://doi.org/10.1016/j.pmn.2019.08.002, Czarnecki 2020 {published data only}  ,included,CD015016-bbs2-0004,,,31494028,31494028,13.0,https://europepmc.org/articles/pmc6980456?pdf=render,,31494028
CD015016-bib-0005,,Parent/nurse controlled analgesia in the Neonatal Intensive Care Unit,,,,   ,['citation-other'], Parent/nurse controlled analgesia in the Neonatal Intensive Care Unit. clinicaltrials.gov/show/NCT01823497 (first received 4 April 2013). CENTRAL    ,[''],,, Czarnecki 2020 {published data only}  ,included,CD015016-bbs2-0004,,31494028,,,,,,31494028
CD015016-bib-0006,"Lynn AM, Nespeca MK, Bratton SL, Shen DD. ",Intravenous morphine in postoperative infants: intermittent bolus dosing versus targeted continuous infusions, Pain ,2000,88,    ,['citation-journal']," Lynn AM, Nespeca MK, Bratton SL, Shen DD. Intravenous morphine in postoperative infants: intermittent bolus dosing versus targeted continuous infusions.  Pain 2000;88(1):89-95. CENTRAL [DOI: 10.1016/s0304-3959(00)00313-4]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0304-3959(00)00313-4', 'https://scholar.google.com/scholar_lookup?title=Intravenous+morphine+in+postoperative+infants:+intermittent+bolus+dosing+versus+targeted+continuous+infusions+&author=AM+Lynn&author=MK+Nespeca&author=SL+Bratton&author=DD+Shen&publication_year=2000&hl=en']",,https://doi.org/10.1016/S0304-3959(00)00313-4, Lynn 2000 {published data only}  ,included,CD015016-bbs2-0005,,11098103,11098103,11098103,83,,,11098103
CD015016-bib-0007,"Van Dijk M, Bouwmeester NJ, Duivenvoorden HJ, Koot HM, Tibboel D, Passchier J, et al. ",Efficacy of continuous versus intermittent morphine administration after major surgery in 0-3-year-old infants; a double-blind randomized controlled trial, Pain ,2002,98,    ,['citation-journal']," Van Dijk M, Bouwmeester NJ, Duivenvoorden HJ, Koot HM, Tibboel D, Passchier J, et al. Efficacy of continuous versus intermittent morphine administration after major surgery in 0-3-year-old infants; a double-blind randomized controlled trial.  Pain 2002;98(3):305-13. CENTRAL [DOI: 10.1016/s0304-3959(02)00031-3]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0304-3959(02)00031-3', 'https://scholar.google.com/scholar_lookup?title=Efficacy+of+continuous+versus+intermittent+morphine+administration+after+major+surgery+in+0-3-year-old+infants;+a+double-blind+randomized+controlled+trial+&author=M+VanDijk&author=NJ+Bouwmeester&author=HJ+Duivenvoorden&author=HM+Koot&author=D+Tibboel&author=J+Passchier&publication_year=2002&hl=en']",,https://doi.org/10.1016/S0304-3959(02)00031-3, Van Dijk 2002 {published data only}  ,included,CD015016-bbs2-0006,,,12127032,12127032,90,,,12127032
CD015016-bib-0008,"Vaughn PR, Townsend SF, Thilo EH, McKenzie S, Moreland S, Denver KK. ",Comparison of continuous infusion of fentanyl to bolus dosing in neonates after surgery, Journal of Pediatric Surgery ,1996,31,    ,['citation-journal']," Vaughn PR, Townsend SF, Thilo EH, McKenzie S, Moreland S, Denver KK. Comparison of continuous infusion of fentanyl to bolus dosing in neonates after surgery.  Journal of Pediatric Surgery 1996;31(12):1616-23. CENTRAL [DOI: 10.1016/s0022-3468(96)90033-0]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0022-3468(96)90033-0', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+continuous+infusion+of+fentanyl+to+bolus+dosing+in+neonates+after+surgery&author=PR+Vaughn&author=SF+Townsend&author=EH+Thilo&author=S+McKenzie&author=S+Moreland&author=KK+Denver&publication_year=1996&hl=en']",,https://doi.org/10.1016/S0022-3468(96)90033-0, Vaughn 1996 {published data only}  ,included,CD015016-bbs2-0007,,8986972,8986972,8986972,34,,,8986972
CD015016-bib-0009,"Abiramalatha T, Mathew SK, Mathew BS, Shabeer MP, Arulappan G, Kumar M, et al. ",Continuous infusion versus intermittent bolus doses of fentanyl for analgesia and sedation in neonates: an open-label randomised controlled trial, Archives of Disease in Childhood. Fetal and Neonatal Edition ,2019,104,    ,['citation-journal']," Abiramalatha T, Mathew SK, Mathew BS, Shabeer MP, Arulappan G, Kumar M, et al. Continuous infusion versus intermittent bolus doses of fentanyl for analgesia and sedation in neonates: an open-label randomised controlled trial.  Archives of Disease in Childhood. Fetal and Neonatal Edition 2019;104(4):F433-9. CENTRAL [DOI: 10.1136/archdischild-2018-315345]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Continuous+infusion+versus+intermittent+bolus+doses+of+fentanyl+for+analgesia+and+sedation+in+neonates:+an+open-label+randomised+controlled+trial+&author=T+Abiramalatha&author=SK+Mathew&author=BS+Mathew&author=MP+Shabeer&author=G+Arulappan&author=M+Kumar&publication_year=2019&hl=en']",,, Abiramalatha 2019 {published data only}  ,excluded,CD015016-bbs2-0008, Wrong indication ,,30322973,,,,,30322973
CD015016-bib-0010,"Aguirre Corcoles E, Duran Gonzalez ME, Zambudio GA, Gonzalez Celdran R, Castano Collado I, Carceles Baron MD, et al. ",Post-surgical paediatric pain: nursing - PCA vs continuous I.V. infusion of tramadol, Cirugia Pediatrica ,2003,16,    ,['citation-journal']," Aguirre Corcoles E, Duran Gonzalez ME, Zambudio GA, Gonzalez Celdran R, Castano Collado I, Carceles Baron MD, et al. Post-surgical paediatric pain: nursing - PCA vs continuous I.V. infusion of tramadol.  Cirugia Pediatrica 2003;16(1):30-3. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Post-surgical+paediatric+pain:+nursing+-+PCA+vs+continuous+I.V.+infusion+of+tramadol&author=E+AguirreCorcoles&author=ME+DuranGonzalez&author=GA+Zambudio&author=R+GonzalezCeldran&author=I+CastanoCollado&author=MD+CarcelesBaron&publication_year=2003&hl=en']",,, Aguirre Corcoles 2003 {published data only}  ,excluded,CD015016-bbs2-0009, Wrong patient population ,,12793291,,,,,12793291
CD015016-bib-0011,"Anand KJS, Hickey PR. ",Randomised trial of high-dose sufentanil anesthesia in neonates undergoing cardiac surgery: effects on the metabolic stress response, Anesthesiology ,1987,67,    ,['citation-journal']," Anand KJS, Hickey PR. Randomised trial of high-dose sufentanil anesthesia in neonates undergoing cardiac surgery: effects on the metabolic stress response.  Anesthesiology 1987;67:A502. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/00000542-198709001-00502', 'https://scholar.google.com/scholar_lookup?title=Randomised+trial+of+high-dose+sufentanil+anesthesia+in+neonates+undergoing+cardiac+surgery:+effects+on+the+metabolic+stress+response+&author=KJS+Anand&author=PR+Hickey&publication_year=1987&hl=en']",,https://doi.org/10.1097/00000542-198709001-00502, Anand 1987a {published data only}  ,excluded,CD015016-bbs2-0010, Wrong study design ,,,,30,,,
