reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015245-bib-0001,"Lambert PR, Silverstein H, LeBel C, Bishop K. ",OTO-104 in Meniere's disease patients: phase 3 results, Otolaryngology - Head and Neck Surgery ,2017,157 (1 Suppl 1),    ,['citation-journal']," Lambert PR, Silverstein H, LeBel C, Bishop K. OTO-104 in Meniere's disease patients: phase 3 results.  Otolaryngology - Head and Neck Surgery 2017;157 (1 Suppl 1):122-3. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=OTO-104+in+Meniere's+disease+patients:+phase+3+results&author=PR+Lambert&author=H+Silverstein&author=C+LeBel&author=K+Bishop&publication_year=2017&hl=en""]",,, AVERTS‐1 {published data only}  ,included,CD015245-bbs2-0001,,,,,,,,
CD015245-bib-0002,NCT02612337. ,"A prospective, randomized, double-blind, placebo-controlled, multicenter, phase 3 study of OTO-104 given as a single intratympanic injection in subjects with unilateral Meniere's disease (NCT02612337)",,,,   ,['citation-other']," NCT02612337. A prospective, randomized, double-blind, placebo-controlled, multicenter, phase 3 study of OTO-104 given as a single intratympanic injection in subjects with unilateral Meniere's disease (NCT02612337). https://clinicaltrials.gov/ct2/show/NCT02612337 (first received 23 November 2015). CENTRAL    ",[''],,, AVERTS‐1 {published data only}  ,included,CD015245-bbs2-0001,,,,,,,,
CD015245-bib-0003,,Otonomy Reports Results for AVERTS-1 Phase 3 Trial for OTIVIDEX™ in Patients with Ménière's Disease,,,,   ,['citation-other'], Otonomy Reports Results for AVERTS-1 Phase 3 Trial for OTIVIDEX™ in Patients with Ménière's Disease. https://investors.otonomy.com/news-releases/news-release-details/otonomy-reports-results-averts-1-phase-3-trial-otividextm. CENTRAL    ,[''],,, AVERTS‐1 {published data only}  ,included,CD015245-bbs2-0001,,,,,,,,
CD015245-bib-0004,,"A prospective, randomized, double-blind, placebo-controlled, multicentre, phase 3 efficacy and safety study of OTO-104 given as a single intratympanic injection in subjects with unilateral Ménière's disease",,2021,,   ,['citation-other']," A prospective, randomized, double-blind, placebo-controlled, multicentre, phase 3 efficacy and safety study of OTO-104 given as a single intratympanic injection in subjects with unilateral Ménière's disease. https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-004496-712021. CENTRAL    ",[''],,, AVERTS‐2 {published data only}  ,included,CD015245-bbs2-0002,,,,,,,,
CD015245-bib-0005,"Phillips JS, Gurkov R, Bishop K. ",AVERTS-2 phase 3 results of Otividex in Meniere disease, Otolaryngology - Head and Neck Surgery ,2018,159,    ,['citation-journal']," Phillips JS, Gurkov R, Bishop K. AVERTS-2 phase 3 results of Otividex in Meniere disease.  Otolaryngology - Head and Neck Surgery 2018;159(1 Suppl 1):P120. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=AVERTS-2+phase+3+results+of+Otividex+in+Meniere+disease&author=JS+Phillips&author=R+Gurkov&author=K+Bishop&publication_year=2018&hl=en']",,, AVERTS‐2 {published data only}  ,included,CD015245-bbs2-0002,,,,,,,,
CD015245-bib-0006,,Study of OTO-104 in subjects with unilateral Meniere's disease (NCT02717442),,,,   ,['citation-other'], Study of OTO-104 in subjects with unilateral Meniere's disease (NCT02717442). https://clinicaltrials.gov/show/NCT02717442 (first received 23 March 2016). CENTRAL    ,[''],,, AVERTS‐2 {published data only}  ,included,CD015245-bbs2-0002,,,,,,,,
CD015245-bib-0007,"Borghei P, Sadeghian E, Hasanzadeh F, Emami H. ",Intratympanic dexamethasone delivery versus placebo in intractable Meniere disease, Academic Journal of Surgery ,2016,3,    ,['citation-journal']," Borghei P, Sadeghian E, Hasanzadeh F, Emami H. Intratympanic dexamethasone delivery versus placebo in intractable Meniere disease.  Academic Journal of Surgery 2016;3(3-4):58-62. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Intratympanic+dexamethasone+delivery+versus+placebo+in+intractable+Meniere+disease&author=P+Borghei&author=E+Sadeghian&author=F+Hasanzadeh&author=H+Emami&publication_year=2016&hl=en']",,, Borghei 2016 {published data only}  ,included,CD015245-bbs2-0003,,,,,,,,
CD015245-bib-0008,"El Shafei RR, Qotb M. ",Comparison of the effect of three treatment interventions for the control of Meniere's disease: a randomized control trial, Egyptian Journal of Otolaryngology ,2020,36,    ,['citation-journal']," El Shafei RR, Qotb M. Comparison of the effect of three treatment interventions for the control of Meniere's disease: a randomized control trial.  Egyptian Journal of Otolaryngology 2020;36(1):Article number 22. CENTRAL [DOI: 10.1186/s43163-020-00018-0]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1186/s43163-020-00018-0', ""https://scholar.google.com/scholar_lookup?title=Comparison+of+the+effect+of+three+treatment+interventions+for+the+control+of+Meniere's+disease:+a+randomized+control+trial+&author=RR+ElShafei&author=M+Qotb&publication_year=2020&hl=en""]",,https://doi.org/10.1186/s43163-020-00018-0, El Shafei 2020 {published data only}  ,included,CD015245-bbs2-0004,,,,,,,,
CD015245-bib-0009,"Garduno-Anaya MA, Couthino De Toledo H, Hinojosa-Gonzalez R, Pane-Pianese C, Rios-Castaneda LC. ","Dexamethasone inner ear perfusion by intratympanic injection in unilateral Ménière's disease: a two-year prospective, placebo-controlled, double-blind, randomized trial", Otolaryngology - Head and Neck Surgery ,2005,133,    ,['citation-journal']," Garduno-Anaya MA, Couthino De Toledo H, Hinojosa-Gonzalez R, Pane-Pianese C, Rios-Castaneda LC. Dexamethasone inner ear perfusion by intratympanic injection in unilateral Ménière's disease: a two-year prospective, placebo-controlled, double-blind, randomized trial.  Otolaryngology - Head and Neck Surgery 2005;133(2):285-94. CENTRAL [DOI: 10.1016/j.otohns.2005.05.010]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.otohns.2005.05.010', 'https://www.ncbi.nlm.nih.gov/pubmed/16087029', ""https://scholar.google.com/scholar_lookup?title=Dexamethasone+inner+ear+perfusion+by+intratympanic+injection+in+unilateral+Ménière's+disease:+a+two-year+prospective,+placebo-controlled,+double-blind,+randomized+trial+&author=MA+Garduno-Anaya&author=H+CouthinoDeToledo&author=R+Hinojosa-Gonzalez&author=C+Pane-Pianese&author=LC+Rios-Castaneda&publication_year=2005&hl=en""]",16087029,https://doi.org/10.1016/j.otohns.2005.05.010, Garduno‐Anaya 2005 {published data only}  ,included,CD015245-bbs2-0005,,16087029,,,,,,16087029
CD015245-bib-0010,"Garduno-Anaya MA, Pane-Pianese C, Couthino de Toledo H. ",Dexamethasone inner ear perfusion in unilateral Ménière's disease: four years of prospective evaluation,,2005,,    ,['citation-other']," Garduno-Anaya MA, Pane-Pianese C, Couthino de Toledo H. Dexamethasone inner ear perfusion in unilateral Ménière's disease: four years of prospective evaluation. In: XVIII IFOS World Congress, Rome, Italy, 2005 June 25-30. 2005. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=Dexamethasone+inner+ear+perfusion+in+unilateral+Ménière's+disease:+four+years+of+prospective+evaluation+&author=MA+Garduno-Anaya&author=C+Pane-Pianese&author=H+CouthinodeToledo&publication_year=2005&hl=en""]",,, Garduno‐Anaya 2005 {published data only}  ,included,CD015245-bbs2-0005,,,,,,,,
