reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD012515-bib-0001,"Mittra I, Mishra GA, Dikshit RP, Gupta S, Kulkarni VY, Shaikh HK, et al. ","Effect of screening by clinical breast examination on breast cancer incidence and mortality after 20 years: prospective, cluster randomised controlled trial in Mumbai", BMJ ,2021,372,    ,['citation-journal']," Mittra I, Mishra GA, Dikshit RP, Gupta S, Kulkarni VY, Shaikh HK, et al. Effect of screening by clinical breast examination on breast cancer incidence and mortality after 20 years: prospective, cluster randomised controlled trial in Mumbai.  BMJ 2021;372:n256. CENTRAL [DOI: 10.1136/bmj.n256]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/bmj.n256', 'https://www.ncbi.nlm.nih.gov/pubmed/33627312', 'https://scholar.google.com/scholar_lookup?title=Effect+of+screening+by+clinical+breast+examination+on+breast+cancer+incidence+and+mortality+after+20+years:+prospective,+cluster+randomised+controlled+trial+in+Mumbai+&author=I+Mittra&author=GA+Mishra&author=RP+Dikshit&author=S+Gupta&author=VY+Kulkarni&author=HK+Shaikh&publication_year=2021&hl=en']",33627312,https://doi.org/10.1136/bmj.n256, Mittra 2021 {published data only}  ,included,CD012515-bbs2-0001,,,,,,,,33627312
CD012515-bib-0002,"Pace LE, Dusengimana JM, Shulman LN, Schleimer LE, Shyirambere C, Rusangwa C, et al. ",Cluster randomized trial to facilitate breast cancer early diagnosis in a rural district of Rwanda, Journal of Global Oncology ,2019,5,    ,['citation-journal']," Pace LE, Dusengimana JM, Shulman LN, Schleimer LE, Shyirambere C, Rusangwa C, et al. Cluster randomized trial to facilitate breast cancer early diagnosis in a rural district of Rwanda.  Journal of Global Oncology 2019;5:1-13. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1200/JGO.19.00209', 'https://scholar.google.com/scholar_lookup?title=Cluster+randomized+trial+to+facilitate+breast+cancer+early+diagnosis+in+a+rural+district+of+Rwanda+&author=LE+Pace&author=JM+Dusengimana&author=LN+Shulman&author=LE+Schleimer&author=C+Shyirambere&author=C+Rusangwa&publication_year=2019&hl=en']",,https://doi.org/10.1200/JGO.19.00209, Pace 2019 {published data only}  ,included,CD012515-bbs2-0002,,,,,,,,
CD012515-bib-0003,"Pisani P, Parkin DM, Ngelangel C, Esteban D, Gibson L, Munson M, et al. ",Outcome of screening by clinical examination of the breast in a trial in the Philippines, International Journal of Cancer ,2006,118,    ,['citation-journal']," Pisani P, Parkin DM, Ngelangel C, Esteban D, Gibson L, Munson M, et al. Outcome of screening by clinical examination of the breast in a trial in the Philippines.  International Journal of Cancer 2006;118(1):149-54. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/ijc.21343', 'https://www.ncbi.nlm.nih.gov/pubmed/16049976', 'https://scholar.google.com/scholar_lookup?title=Outcome+of+screening+by+clinical+examination+of+the+breast+in+a+trial+in+the+Philippines&author=P+Pisani&author=DM+Parkin&author=C+Ngelangel&author=D+Esteban&author=L+Gibson&author=M+Munson&publication_year=2006&hl=en']",16049976,https://doi.org/10.1002/ijc.21343, Pisani 2006 {published data only}  ,included,CD012515-bbs2-0003,,,,,,,,16049976
CD012515-bib-0004,"Sankaranarayanan R, Ramadas K, Thara S, Muwonge R, Prabhakar J, Augustine P, et al. ",Clinical breast examination: preliminary results from a cluster randomised controlled trial in India, Journal of the National Cancer Institute ,2011,103,    ,['citation-journal']," Sankaranarayanan R, Ramadas K, Thara S, Muwonge R, Prabhakar J, Augustine P, et al. Clinical breast examination: preliminary results from a cluster randomised controlled trial in India.  Journal of the National Cancer Institute 2011;103(19):1476-80. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/jnci/djr304', 'https://www.ncbi.nlm.nih.gov/pubmed/21862730', 'https://scholar.google.com/scholar_lookup?title=Clinical+breast+examination:+preliminary+results+from+a+cluster+randomised+controlled+trial+in+India+&author=R+Sankaranarayanan&author=K+Ramadas&author=S+Thara&author=R+Muwonge&author=J+Prabhakar&author=P+Augustine&publication_year=2011&hl=en']",21862730,https://doi.org/10.1093/jnci/djr304, Sankaranarayanan 2011 {published data only}  ,included,CD012515-bbs2-0004,,,,,,,,21862730
CD012515-bib-0005,"Abu Awwad D, Hossain SZ, Mackey M, Brennan P, Adam S. ",Optimising awareness and knowledge of breast cancer screening for nurses through train-the-trainer workshops, Journal of Cancer Education ,2022,37,    ,['citation-journal']," Abu Awwad D, Hossain SZ, Mackey M, Brennan P, Adam S. Optimising awareness and knowledge of breast cancer screening for nurses through train-the-trainer workshops.  Journal of Cancer Education 2022;37(4):1209-19. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s13187-020-01942-8', 'https://www.ncbi.nlm.nih.gov/pubmed/33475957', 'https://scholar.google.com/scholar_lookup?title=Optimising+awareness+and+knowledge+of+breast+cancer+screening+for+nurses+through+train-the-trainer+workshops+&author=D+AbuAwwad&author=SZ+Hossain&author=M+Mackey&author=P+Brennan&author=S+Adam&publication_year=2022&hl=en']",33475957,https://doi.org/10.1007/s13187-020-01942-8, Abu Awwad 2021 {published data only}  ,excluded,CD012515-bbs2-0005, Did not meet the criteria on study design: excluded as it is a cross‐sectional design and not a RCT  ,33475957,33475957,,,,,33475957
CD012515-bib-0006,"Alameer A, Mahfouz MS, Alamir Y, Ali N, Darraj A. ",Effect of health education on female teachers’ knowledge and practices regarding early breast cancer detection and screening in the Jazan Area: a quasi-experimental study, Journal of Cancer Education ,2019,34,    ,['citation-journal']," Alameer A, Mahfouz MS, Alamir Y, Ali N, Darraj A. Effect of health education on female teachers’ knowledge and practices regarding early breast cancer detection and screening in the Jazan Area: a quasi-experimental study.  Journal of Cancer Education 2019;34(5):865-70. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s13187-018-1386-9', 'https://www.ncbi.nlm.nih.gov/pubmed/29951902', 'https://scholar.google.com/scholar_lookup?title=Effect+of+health+education+on+female+teachers’+knowledge+and+practices+regarding+early+breast+cancer+detection+and+screening+in+the+Jazan+Area:+a+quasi-experimental+study+&author=A+Alameer&author=MS+Mahfouz&author=Y+Alamir&author=N+Ali&author=A+Darraj&publication_year=2019&hl=en']",29951902,https://doi.org/10.1007/s13187-018-1386-9, Alameer 2019 {published data only}  ,excluded,CD012515-bbs2-0006," The study did not provide training to health workers, and was conducted in a high‐income country (HIC).  ",29951902,29951902,,,,,29951902
CD012515-bib-0007,"Alipour S, Jannat F, Hosseini L. ",Teaching breast cancer screening via text messages as part of continuing education for working nurses: a case-control study, Asian Pacific Journal of Cancer Prevention ,2014,15,    ,['citation-journal']," Alipour S, Jannat F, Hosseini L. Teaching breast cancer screening via text messages as part of continuing education for working nurses: a case-control study.  Asian Pacific Journal of Cancer Prevention 2014;15(14):5607-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.7314/APJCP.2014.15.14.5607', 'https://www.ncbi.nlm.nih.gov/pubmed/25081673', 'https://scholar.google.com/scholar_lookup?title=Teaching+breast+cancer+screening+via+text+messages+as+part+of+continuing+education+for+working+nurses:+a+case-control+study+&author=S+Alipour&author=F+Jannat&author=L+Hosseini&publication_year=2014&hl=en']",25081673,https://doi.org/10.7314/APJCP.2014.15.14.5607, Alipour 2014 {published data only}  ,excluded,CD012515-bbs2-0007," The study did not have a control group. Both the study groups received breast screening information: one group via class, and the other group via short message service.  ",25081673,25081673,25081673,29,http://koreascience.or.kr:80/article/JAKO201429765167333.pdf,,25081673
CD012515-bib-0008,"Al-Mulhim AS, Sultan M, Al-Mulhim FM, Al-Wehedy A, Ali AM, Al-Suwaigh A, et al. ",Accuracy of the “triple test” in the diagnosis of palpable breast masses in Saudi females, Annals of Saudi Medicine ,2003,23,    ,['citation-journal']," Al-Mulhim AS, Sultan M, Al-Mulhim FM, Al-Wehedy A, Ali AM, Al-Suwaigh A, et al. Accuracy of the “triple test” in the diagnosis of palpable breast masses in Saudi females.  Annals of Saudi Medicine 2003;23(3-4):158-61. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.5144/0256-4947.2003.158', 'https://www.ncbi.nlm.nih.gov/pubmed/16985306', 'https://scholar.google.com/scholar_lookup?title=Accuracy+of+the+“triple+test”+in+the+diagnosis+of+palpable+breast+masses+in+Saudi+females+&author=AS+Al-Mulhim&author=M+Sultan&author=FM+Al-Mulhim&author=A+Al-Wehedy&author=AM+Ali&author=A+Al-Suwaigh&publication_year=2003&hl=en']",16985306,https://doi.org/10.5144/0256-4947.2003.158, Al‐Mulhim 2003 {published data only}  ,excluded,CD012515-bbs2-0008," Study was excluded for not meeting the study design criteria, and lacked the type of participants of interest to our review (i.e. trained versus non‐trained health workers)  ",,16985306,16985306,28,http://www.annsaudimed.net/files.php?force&file=PDF/ansmej_23_3_4_158_352775437.pdf,,16985306
CD012515-bib-0009,"Bain C, Constant TH, Contreras I, Vega AMB, Jeronimo J, Tsu V. ",Model for early detection of breast cancer in low-resource areas: the experience in Peru, Journal of Global Oncology ,2018,4,    ,['citation-journal']," Bain C, Constant TH, Contreras I, Vega AMB, Jeronimo J, Tsu V. Model for early detection of breast cancer in low-resource areas: the experience in Peru.  Journal of Global Oncology 2018;4:1-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1200/JGO.18.10030', 'https://www.ncbi.nlm.nih.gov/pubmed/30241230', 'https://scholar.google.com/scholar_lookup?title=Model+for+early+detection+of+breast+cancer+in+low-resource+areas:+the+experience+in+Peru+&author=C+Bain&author=TH+Constant&author=I+Contreras&author=AMB+Vega&author=J+Jeronimo&author=V+Tsu&publication_year=2018&hl=en']",30241230,https://doi.org/10.1200/JGO.18.10030, Bain 2018 {published data only}  ,excluded,CD012515-bbs2-0009, Study did not meet the study design criteria. It was a descriptive study of a breast cancer early detection model  ,30241230,30241230,,0,https://doi.org/10.1200/jgo.18.10030,,30241230
CD012515-bib-0010,"Bawazir A, Bashateh N Jradi H, Breik AB. ",Breast cancer screening awareness and practices among women attending primary health care centers in the Ghail Bawazir District of Yemen, Clinical Breast Cancer ,2019,19,    ,['citation-journal']," Bawazir A, Bashateh N Jradi H, Breik AB. Breast cancer screening awareness and practices among women attending primary health care centers in the Ghail Bawazir District of Yemen.  Clinical Breast Cancer 2019;19(1):e20-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.clbc.2018.09.005', 'https://www.ncbi.nlm.nih.gov/pubmed/30497929', 'https://scholar.google.com/scholar_lookup?title=Breast+cancer+screening+awareness+and+practices+among+women+attending+primary+health+care+centers+in+the+Ghail+Bawazir+District+of+Yemen+&author=A+Bawazir&author=H+BashatehNJradi&author=AB+Breik&publication_year=2019&hl=en']",30497929,https://doi.org/10.1016/j.clbc.2018.09.005, Bawazir 2019 {published data only}  ,excluded,CD012515-bbs2-0010, Study did not meet the study design criteria. It was a cross‐sectional study ,30497929,30497929,30497929,27,,,30497929
