reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD013649-bib-0001,"Bajardi G, Pecoraro F, Mirabella D. ",Efficacy of TachoSil(R) patches in controlling Dacron suture-hole bleeding after abdominal aortic aneurysm open repair, Journal of Cardiothoracic Surgery ,2009,4,    ,['citation-journal']," Bajardi G, Pecoraro F, Mirabella D. Efficacy of TachoSil(R) patches in controlling Dacron suture-hole bleeding after abdominal aortic aneurysm open repair.  Journal of Cardiothoracic Surgery 2009;4:60. CENTRAL [DOI: 10.1186/1749-8090-4-60]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1749-8090-4-60', 'https://www.ncbi.nlm.nih.gov/pubmed/19889206', 'https://scholar.google.com/scholar_lookup?title=Efficacy+of+TachoSil(R)+patches+in+controlling+Dacron+suture-hole+bleeding+after+abdominal+aortic+aneurysm+open+repair+&author=G+Bajardi&author=F+Pecoraro&author=D+Mirabella&publication_year=2009&hl=en']",19889206,https://doi.org/10.1186/1749-8090-4-60, Bajardi 2009 {published data only}  ,included,CD013649-bbs2-0001,,,,,1.0,https://cardiothoracicsurgery.biomedcentral.com/counter/pdf/10.1186/1749-8090-4-60,,19889206
CD013649-bib-0002,"Bochicchio GV, Gupta N, Porte RJ, Renkens KL, Pattyn P, Topal B, et al. ","The FINISH-3 trial: a phase 3, international, randomized, single-blind, controlled trial of topical fibrocaps in intraoperative surgical hemostasis", Journal of the American College of Surgeons ,2015,220,    ,['citation-journal']," Bochicchio GV, Gupta N, Porte RJ, Renkens KL, Pattyn P, Topal B, et al. The FINISH-3 trial: a phase 3, international, randomized, single-blind, controlled trial of topical fibrocaps in intraoperative surgical hemostasis.  Journal of the American College of Surgeons 2015;220(1):70-81. CENTRAL [DOI: 10.1016/j.jamcollsurg.2014.09.019]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jamcollsurg.2014.09.019', 'https://www.ncbi.nlm.nih.gov/pubmed/25458801', 'https://scholar.google.com/scholar_lookup?title=The+FINISH-3+trial:+a+phase+3,+international,+randomized,+single-blind,+controlled+trial+of+topical+fibrocaps+in+intraoperative+surgical+hemostasis+&author=GV+Bochicchio&author=N+Gupta&author=RJ+Porte&author=KL+Renkens&author=P+Pattyn&author=B+Topal&publication_year=2015&hl=en']",25458801,https://doi.org/10.1016/j.jamcollsurg.2014.09.019, Bochicchio 2015 {published data only}  ,included,CD013649-bbs2-0002,,,,25458801,27.0,,,25458801
CD013649-bib-0003,"Chetter I, Stansby G, Sarralde JA, Riambau V, Gimenez-Gaibar A, MacKenzie K, et al. ","A prospective, randomized, multicenter clinical trial on the safety and efficacy of a ready-to-use fibrin sealant as an adjunct to hemostasis during vascular surgery", Annals of Vascular Surgery ,2017,45,    ,['citation-journal']," Chetter I, Stansby G, Sarralde JA, Riambau V, Gimenez-Gaibar A, MacKenzie K, et al. A prospective, randomized, multicenter clinical trial on the safety and efficacy of a ready-to-use fibrin sealant as an adjunct to hemostasis during vascular surgery.  Annals of Vascular Surgery 2017;45:127-37. CENTRAL [DOI: 10.1016/j.avsg.2017.06.043]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.avsg.2017.06.043', 'https://www.ncbi.nlm.nih.gov/pubmed/28647631', 'https://scholar.google.com/scholar_lookup?title=A+prospective,+randomized,+multicenter+clinical+trial+on+the+safety+and+efficacy+of+a+ready-to-use+fibrin+sealant+as+an+adjunct+to+hemostasis+during+vascular+surgery+&author=I+Chetter&author=G+Stansby&author=JA+Sarralde&author=V+Riambau&author=A+Gimenez-Gaibar&author=K+MacKenzie&publication_year=2017&hl=en']",28647631,https://doi.org/10.1016/j.avsg.2017.06.043, Chetter 2017 {published data only}  ,included,CD013649-bbs2-0003,,,,28647631,21.0,http://www.annalsofvascularsurgery.com/article/S0890509616313061/pdf,,28647631
CD013649-bib-0004,"Clagett GP, Valentine RJ, Myers SI, Chervu A, Heller J. ","Does desmopressin improve hemostasis and reduce blood loss from aortic surgery? A randomized, double-blind study", Journal of Vascular Surgery ,1995,22,    ,['citation-journal']," Clagett GP, Valentine RJ, Myers SI, Chervu A, Heller J. Does desmopressin improve hemostasis and reduce blood loss from aortic surgery? A randomized, double-blind study.  Journal of Vascular Surgery 1995;22(3):223-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0741-5214(95)70134-6', 'https://www.ncbi.nlm.nih.gov/pubmed/7674464', 'https://scholar.google.com/scholar_lookup?title=Does+desmopressin+improve+hemostasis+and+reduce+blood+loss+from+aortic+surgery?+A+randomized,+double-blind+study+&author=GP+Clagett&author=RJ+Valentine&author=SI+Myers&author=A+Chervu&author=J+Heller&publication_year=1995&hl=en']",7674464,https://doi.org/10.1016/S0741-5214(95)70134-6, Clagett 1995 {published data only}  ,included,CD013649-bbs2-0004,,7674464,7674464,7674464,31.0,http://www.jvascsurg.org/article/S0741521495701346/pdf,,7674464
CD013649-bib-0005,"Czerny M, Verrel F, Weber H, Muller N, Kircheis L, Lang W, et al. ",Collagen patch coated with fibrin glue components. Treatment of suture hole bleedings in vascular reconstruction, Journal of Cardiovascular Surgery ,2000,41,    ,['citation-journal']," Czerny M, Verrel F, Weber H, Muller N, Kircheis L, Lang W, et al. Collagen patch coated with fibrin glue components. Treatment of suture hole bleedings in vascular reconstruction.  Journal of Cardiovascular Surgery 2000;41(4):553-7. CENTRAL [PMID: 11052282]    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/11052282', 'https://scholar.google.com/scholar_lookup?title=Collagen+patch+coated+with+fibrin+glue+components.+Treatment+of+suture+hole+bleedings+in+vascular+reconstruction+&author=M+Czerny&author=F+Verrel&author=H+Weber&author=N+Muller&author=L+Kircheis&author=W+Lang&publication_year=2000&hl=en']",11052282,, Czerny 2000 {published data only}  ,included,CD013649-bbs2-0005,,,11052282,,,,,11052282
CD013649-bib-0006,EUCTR2016-003661-26-PL. ,"A controlled, randomized, multi-centre, double blind, phase II study to evaluate efficacy and safety of topical PeproStat in intraoperative surgical haemostasis",,,,   ,['citation-other']," EUCTR2016-003661-26-PL. A controlled, randomized, multi-centre, double blind, phase II study to evaluate efficacy and safety of topical PeproStat in intraoperative surgical haemostasis. clinicaltrialsregister.eu/ctr-search/trial/2016-003661-26/PL (first received 10 January 2017). CENTRAL    ",[''],,, EUCTR2016‐003661‐26‐PL {published data only}  ,included,CD013649-bbs2-0006,,,,,,,,
CD013649-bib-0007,"Giovannacci L, Eugster T, Stierli P, Hess P, Gurke L. ",Does fibrin glue reduce complications after femoral artery surgery? A randomised trial, European Journal of Vascular and Endovascular Surgery ,2002,24,    ,['citation-journal']," Giovannacci L, Eugster T, Stierli P, Hess P, Gurke L. Does fibrin glue reduce complications after femoral artery surgery? A randomised trial.  European Journal of Vascular and Endovascular Surgery 2002;24(3):196-201. CENTRAL [DOI: 10.1053/ejvs.2002.1667]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1053/ejvs.2002.1667', 'https://www.ncbi.nlm.nih.gov/pubmed/12217279', 'https://scholar.google.com/scholar_lookup?title=Does+fibrin+glue+reduce+complications+after+femoral+artery+surgery?+A+randomised+trial&author=L+Giovannacci&author=T+Eugster&author=P+Stierli&author=P+Hess&author=L+Gurke&publication_year=2002&hl=en']",12217279,https://doi.org/10.1053/ejvs.2002.1667, Giovanacci 2002 {published data only}  ,included,CD013649-bbs2-0007,,12217279,,12217279,41,https://doi.org/10.1053/ejvs.2002.1667,,12217279
CD013649-bib-0008,"Stephens J, Robless P, Jenkins M, Cheshire N. ",Re: Does fibrin glue reduce complications after femoral artery surgery? A randomised trial, European Journal of Vascular and Endovascular Surgery ,2003,25,    ,['citation-journal']," Stephens J, Robless P, Jenkins M, Cheshire N. Re: Does fibrin glue reduce complications after femoral artery surgery? A randomised trial.  European Journal of Vascular and Endovascular Surgery 2003;25(6):596. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1053/ejvs.2002.1903', 'https://www.ncbi.nlm.nih.gov/pubmed/12792646', 'https://scholar.google.com/scholar_lookup?title=Re:+Does+fibrin+glue+reduce+complications+after+femoral+artery+surgery?+A+randomised+trial+&author=J+Stephens&author=P+Robless&author=M+Jenkins&author=N+Cheshire&publication_year=2003&hl=en']",12792646,https://doi.org/10.1053/ejvs.2002.1903, Giovanacci 2002 {published data only}  ,included,CD013649-bbs2-0007,,12792646,12792646,12792646,1,http://www.ejves.com/article/S1078588402919039/pdf,,12792646
CD013649-bib-0009,"Joseph T, Adeosun A, Paes T, Bahal V. ",Randomised controlled trial to evaluate the efficacy of TachoComb H patches in controlling PTFE suture-hole bleeding, European Journal of Vascular and Endovascular Surgery ,2004,27,    ,['citation-journal']," Joseph T, Adeosun A, Paes T, Bahal V. Randomised controlled trial to evaluate the efficacy of TachoComb H patches in controlling PTFE suture-hole bleeding.  European Journal of Vascular and Endovascular Surgery 2004;27(5):549-52. CENTRAL [DOI: 10.1016/j.ejvs.2004.01.018]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ejvs.2004.01.018', 'https://www.ncbi.nlm.nih.gov/pubmed/15079782', 'https://scholar.google.com/scholar_lookup?title=Randomised+controlled+trial+to+evaluate+the+efficacy+of+TachoComb+H+patches+in+controlling+PTFE+suture-hole+bleeding+&author=T+Joseph&author=A+Adeosun&author=T+Paes&author=V+Bahal&publication_year=2004&hl=en']",15079782,https://doi.org/10.1016/j.ejvs.2004.01.018, Joseph 2004 {published data only}  ,included,CD013649-bbs2-0008,,15079782,15079782,15079782,41,http://www.ejves.com/article/S107858840400019X/pdf,,15079782
CD013649-bib-0010,"Leijdekkers VJ, Vahl AC, Mackaay AJ, Huijgens PC, Rauwerda JA. ",Aprotinin does not diminish blood loss in elective operations for infrarenal abdominal aneurysms: a randomized double-blind controlled trial, Annals of Vascular Surgery ,2006,20,    ,['citation-journal']," Leijdekkers VJ, Vahl AC, Mackaay AJ, Huijgens PC, Rauwerda JA. Aprotinin does not diminish blood loss in elective operations for infrarenal abdominal aneurysms: a randomized double-blind controlled trial.  Annals of Vascular Surgery 2006;20(3):322-9. CENTRAL [DOI: 10.1007/s10016-006-9043-x]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s10016-006-9043-x', 'https://www.ncbi.nlm.nih.gov/pubmed/16779513', 'https://scholar.google.com/scholar_lookup?title=Aprotinin+does+not+diminish+blood+loss+in+elective+operations+for+infrarenal+abdominal+aneurysms:+a+randomized+double-blind+controlled+trial+&author=VJ+Leijdekkers&author=AC+Vahl&author=AJ+Mackaay&author=PC+Huijgens&author=JA+Rauwerda&publication_year=2006&hl=en']",16779513,https://doi.org/10.1007/s10016-006-9043-x, Leijdekkers 2006 {published data only}  ,included,CD013649-bbs2-0009,,,,16779513,4,,,16779513
CD013649-bib-0011,"Lethagen S, Rugarn P, Bergqvist D. ",Blood loss and safety with desmopressin or placebo during aorto-iliac graft surgery, European Journal of Vascular Surgery ,1991,5,    ,['citation-journal']," Lethagen S, Rugarn P, Bergqvist D. Blood loss and safety with desmopressin or placebo during aorto-iliac graft surgery.  European Journal of Vascular Surgery 1991;5(2):173-8. CENTRAL [DOI: 10.1016/s0950-821x(05)80684-x]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0950-821X(05)80684-X', 'https://www.ncbi.nlm.nih.gov/pubmed/1903723', 'https://scholar.google.com/scholar_lookup?title=Blood+loss+and+safety+with+desmopressin+or+placebo+during+aorto-iliac+graft+surgery&author=S+Lethagen&author=P+Rugarn&author=D+Bergqvist&publication_year=1991&hl=en']",1903723,https://doi.org/10.1016/S0950-821X(05)80684-X, Lethagen 1991 {published data only}  ,included,CD013649-bbs2-0010,,1903723,,1903723,24,,,1903723
CD013649-bib-0012,"Milne AA, Murphy WG, Reading SJ, Ruckley CV. ",A randomised trial of fibrin sealant in peripheral vascular surgery, Vox Sanguinis ,1996,70,    ,['citation-journal']," Milne AA, Murphy WG, Reading SJ, Ruckley CV. A randomised trial of fibrin sealant in peripheral vascular surgery.  Vox Sanguinis 1996;70(4):210-2. CENTRAL [DOI: 10.1111/j.1423-0410.1996.tb01328.x]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1423-0410.1996.tb01328.x', 'https://www.ncbi.nlm.nih.gov/pubmed/9123925', 'https://scholar.google.com/scholar_lookup?title=A+randomised+trial+of+fibrin+sealant+in+peripheral+vascular+surgery&author=AA+Milne&author=WG+Murphy&author=SJ+Reading&author=CV+Ruckley&publication_year=1996&hl=en']",9123925,https://doi.org/10.1111/j.1423-0410.1996.tb01328.x, Milne 1996 {published data only}  ,included,CD013649-bbs2-0011,,9123925,,9123925,40,,,9123925
CD013649-bib-0013,"Minkowitz H, Navarro-Puerto J, Lakshman S, Singla S, Cousar C, Kim R, et al. ","Prospective, randomized, phase ii, non-inferiority study to evaluate the safety and efficacy of topical thrombin (human) grifols as adjunct to hemostasis during vascular, hepatic, soft tissue, and spinal open surgery", Journal of the American College of Surgeons ,2019,229,    ,['citation-journal']," Minkowitz H, Navarro-Puerto J, Lakshman S, Singla S, Cousar C, Kim R, et al. Prospective, randomized, phase ii, non-inferiority study to evaluate the safety and efficacy of topical thrombin (human) grifols as adjunct to hemostasis during vascular, hepatic, soft tissue, and spinal open surgery.  Journal of the American College of Surgeons 2019;229(5):497-508. CENTRAL [DOI: 10.1016/j.jamcollsurg.2019.07.008]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jamcollsurg.2019.07.008', 'https://www.ncbi.nlm.nih.gov/pubmed/31376435', 'https://scholar.google.com/scholar_lookup?title=Prospective,+randomized,+phase+ii,+non-inferiority+study+to+evaluate+the+safety+and+efficacy+of+topical+thrombin+(human)+grifols+as+adjunct+to+hemostasis+during+vascular,+hepatic,+soft+tissue,+and+spinal+open+surgery+&author=H+Minkowitz&author=J+Navarro-Puerto&author=S+Lakshman&author=S+Singla&author=C+Cousar&author=R+Kim&publication_year=2019&hl=en']",31376435,https://doi.org/10.1016/j.jamcollsurg.2019.07.008, Minkowitz 2019 {published data only}  ,included,CD013649-bbs2-0012,,,31376435,31376435,4,,,31376435
CD013649-bib-0014,"Monaco F, Nardelli P, Pasin L, Barucco G, Mattioli C, Di Tomasso N, et al. ",Tranexamic acid in open aortic aneurysm surgery: a randomised clinical trial, British Journal of Anaesthesia ,2020,124,    ,['citation-journal']," Monaco F, Nardelli P, Pasin L, Barucco G, Mattioli C, Di Tomasso N, et al. Tranexamic acid in open aortic aneurysm surgery: a randomised clinical trial.  British Journal of Anaesthesia 2020;124(1):35-43. CENTRAL [DOI: 10.1016/j.bja.2019.08.028]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.bja.2019.08.028', 'https://www.ncbi.nlm.nih.gov/pubmed/31607387', 'https://scholar.google.com/scholar_lookup?title=Tranexamic+acid+in+open+aortic+aneurysm+surgery:+a+randomised+clinical+trial&author=F+Monaco&author=P+Nardelli&author=L+Pasin&author=G+Barucco&author=C+Mattioli&author=N+DiTomasso&publication_year=2020&hl=en']",31607387,https://doi.org/10.1016/j.bja.2019.08.028, Monaco 2020 {published data only}  ,included,CD013649-bbs2-0013,,,31607387,31607387,25,,,31607387
CD013649-bib-0015,NCT02094885. ,The Bioseal Vascular Study,,,,   ,['citation-other'], NCT02094885. The Bioseal Vascular Study. clinicaltrials.gov/ct2/show/NCT02094885 (first received 24th March 2014). CENTRAL    ,[''],,, NCT02094885 {published data only}  ,included,CD013649-bbs2-0014,,,,,,,,
CD013649-bib-0016,"Nenezic D, Ayguasanosa J, Menyhei G, Tamas H, Matyas L, Muluk S, et al. ","A prospective, single-blind, randomized, phase iii study to evaluate the safety and efficacy of fibrin sealant grifols as an adjunct to hemostasis compared with manual compression in vascular surgery", Journal of Vascular Surgery ,2019,70,    ,['citation-journal']," Nenezic D, Ayguasanosa J, Menyhei G, Tamas H, Matyas L, Muluk S, et al. A prospective, single-blind, randomized, phase iii study to evaluate the safety and efficacy of fibrin sealant grifols as an adjunct to hemostasis compared with manual compression in vascular surgery.  Journal of Vascular Surgery 2019;70(5):1642-51. CENTRAL [DOI: 10.1016/j.jvs.2018.12.051]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jvs.2018.12.051', 'https://www.ncbi.nlm.nih.gov/pubmed/30926276', 'https://scholar.google.com/scholar_lookup?title=A+prospective,+single-blind,+randomized,+phase+iii+study+to+evaluate+the+safety+and+efficacy+of+fibrin+sealant+grifols+as+an+adjunct+to+hemostasis+compared+with+manual+compression+in+vascular+surgery+&author=D+Nenezic&author=J+Ayguasanosa&author=G+Menyhei&author=H+Tamas&author=L+Matyas&author=S+Muluk&publication_year=2019&hl=en']",30926276,https://doi.org/10.1016/j.jvs.2018.12.051, Nenezic 2019 {published data only}  ,included,CD013649-bbs2-0015,,,,30926276,16,http://www.jvascsurg.org/article/S0741521419302149/pdf,,30926276
CD013649-bib-0017,"O'Donnell S, Goetchues A, Lins A, Akbari C, Beavers F, Lustgarten J, et al. ",Effectiveness of vascular sealant compared with GELFOAM/thrombin for control of anastomosis suture line bleeding: a prospective randomized multi-center trial, Journal of Vascular Surgery ,2010,51,    ,['citation-journal']," O'Donnell S, Goetchues A, Lins A, Akbari C, Beavers F, Lustgarten J, et al. Effectiveness of vascular sealant compared with GELFOAM/thrombin for control of anastomosis suture line bleeding: a prospective randomized multi-center trial.  Journal of Vascular Surgery 2010;51(11S):69S. CENTRAL [DOI: 10.1016/j.jvs.2010.02.182]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jvs.2010.02.182', 'https://www.ncbi.nlm.nih.gov/pubmed/20435263', ""https://scholar.google.com/scholar_lookup?title=Effectiveness+of+vascular+sealant+compared+with+GELFOAM/thrombin+for+control+of+anastomosis+suture+line+bleeding:+a+prospective+randomized+multi-center+trial+&author=S+O'Donnell&author=A+Goetchues&author=A+Lins&author=C+Akbari&author=F+Beavers&author=J+Lustgarten&publication_year=2010&hl=en""]",20435263,https://doi.org/10.1016/j.jvs.2010.02.182, O'Donnell 2010 {published data only}  ,included,CD013649-bbs2-0016,,,,,1,http://www.jvascsurg.org/article/S0741521410004945/pdf,,20435263
CD013649-bib-0018,"Devereaux PJ, Marcucci M, Painter TW, Conen D, Lomivorotov V, Sessler DI, et al. ",Tranexamic acid in patients undergoing noncardiac surgery, New England Journal of Medicine ,2022,386,    ,['citation-journal']," Devereaux PJ, Marcucci M, Painter TW, Conen D, Lomivorotov V, Sessler DI, et al. Tranexamic acid in patients undergoing noncardiac surgery.  New England Journal of Medicine 2022;386(21):1986-97. CENTRAL [DOI: 10.1056/NEJMoa2201171]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1056/NEJMoa2201171', 'https://www.ncbi.nlm.nih.gov/pubmed/35363452', 'https://scholar.google.com/scholar_lookup?title=Tranexamic+acid+in+patients+undergoing+noncardiac+surgery&author=PJ+Devereaux&author=M+Marcucci&author=TW+Painter&author=D+Conen&author=V+Lomivorotov&author=DI+Sessler&publication_year=2022&hl=en']",35363452,https://doi.org/10.1056/NEJMoa2201171, POISE‐3 2022 {published data only}  ,included,CD013649-bbs2-0017,,35363452,,35363452,207,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2201171?articleTools=true,,35363452
CD013649-bib-0019,"Qerimi B, Baumann P, Husing J, Knaebel HP, Schumacher H. ","Collagen hemostat significantly reduces time to hemostasis compared with cellulose: COBBANA, a single-center, randomized trial", American Journal of Surgery ,2013,205,    ,['citation-journal']," Qerimi B, Baumann P, Husing J, Knaebel HP, Schumacher H. Collagen hemostat significantly reduces time to hemostasis compared with cellulose: COBBANA, a single-center, randomized trial.  American Journal of Surgery 2013;205(6):636-41. CENTRAL [DOI: 10.1016/j.amjsurg.2012.05.033]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.amjsurg.2012.05.033', 'https://www.ncbi.nlm.nih.gov/pubmed/23332688', 'https://scholar.google.com/scholar_lookup?title=Collagen+hemostat+significantly+reduces+time+to+hemostasis+compared+with+cellulose:+COBBANA,+a+single-center,+randomized+trial+&author=B+Qerimi&author=P+Baumann&author=J+Husing&author=HP+Knaebel&author=H+Schumacher&publication_year=2013&hl=en']",23332688,https://doi.org/10.1016/j.amjsurg.2012.05.033, Qerimi 2013 {published data only}  ,included,CD013649-bbs2-0018,,23332688,23332688,23332688,35,,,23332688
CD013649-bib-0020,"Ranaboldo CJ, Thompson JF, Davies JN, Shutt AM, Francis JN, Roath OS, et al. ",Prospective randomized placebo-controlled trial of aprotinin for elective aortic reconstruction, British Journal of Surgery ,1997,84,    ,['citation-journal']," Ranaboldo CJ, Thompson JF, Davies JN, Shutt AM, Francis JN, Roath OS, et al. Prospective randomized placebo-controlled trial of aprotinin for elective aortic reconstruction.  British Journal of Surgery 1997;84(8):1110-3. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/9278654', 'https://scholar.google.com/scholar_lookup?title=Prospective+randomized+placebo-controlled+trial+of+aprotinin+for+elective+aortic+reconstruction&author=CJ+Ranaboldo&author=JF+Thompson&author=JN+Davies&author=AM+Shutt&author=JN+Francis&author=OS+Roath&publication_year=1997&hl=en']",9278654,, Ranaboldo 1997 {published data only}  ,included,CD013649-bbs2-0019,,,9278654,,,,,9278654
CD013649-bib-0021,"Robinson J, Nawaz S, Beard JD. ","Randomized, multicentre, double-blind, placebo-controlled trial of the use of aprotinin in the repair of ruptured abdominal aortic aneurysm. On behalf of the Joint Vascular Research Group", British Journal of Surgery ,2000,87,    ,['citation-journal']," Robinson J, Nawaz S, Beard JD. Randomized, multicentre, double-blind, placebo-controlled trial of the use of aprotinin in the repair of ruptured abdominal aortic aneurysm. On behalf of the Joint Vascular Research Group.  British Journal of Surgery 2000;87(6):754-7. CENTRAL [DOI: 10.1046/j.1365-2168.2000.01475.x]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1046/j.1365-2168.2000.01475.x', 'https://www.ncbi.nlm.nih.gov/pubmed/10848853', 'https://scholar.google.com/scholar_lookup?title=Randomized,+multicentre,+double-blind,+placebo-controlled+trial+of+the+use+of+aprotinin+in+the+repair+of+ruptured+abdominal+aortic+aneurysm.+On+behalf+of+the+Joint+Vascular+Research+Group+&author=J+Robinson&author=S+Nawaz&author=JD+Beard&publication_year=2000&hl=en']",10848853,https://doi.org/10.1046/j.1365-2168.2000.01475.x, Robinson 2000 {published data only}  ,included,CD013649-bbs2-0020,,,,10848853,15,https://academic.oup.com/bjs/article-pdf/87/6/754/37853342/bjs373.pdf,,10848853
