reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015248-bib-0001,"Gates GA, Green JD, Tucci DL, Telian SA. ",Intermittent transtympanic micropressure applications control the symptoms of Meniere's disease,,2003,,    ,['citation-other']," Gates GA, Green JD, Tucci DL, Telian SA. Intermittent transtympanic micropressure applications control the symptoms of Meniere's disease. In: Association for Research in Otolaryngology. 2003:Abstract No. 312. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=Intermittent+transtympanic+micropressure+applications+control+the+symptoms+of+Meniere's+disease+&author=GA+Gates&author=JD+Green&author=DL+Tucci&author=SA+Telian&publication_year=2003&hl=en""]",,, Gates 2004 {published data only}  ,included,CD015248-bbs2-0001,,,,,,,,
CD015248-bib-0002,"Gates GA, Green JD, Tucci DL, Telian SA. ",The effects of transtympanic micropressure treatment in people with unilateral Meniere's disease, Archives of Otolaryngology--Head & Neck Surgery ,2004,130,    ,['citation-journal']," Gates GA, Green JD, Tucci DL, Telian SA. The effects of transtympanic micropressure treatment in people with unilateral Meniere's disease.  Archives of Otolaryngology--Head & Neck Surgery 2004;130(6):718-25. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1001/archotol.130.6.718', 'https://www.ncbi.nlm.nih.gov/pubmed/15210552', ""https://scholar.google.com/scholar_lookup?title=The+effects+of+transtympanic+micropressure+treatment+in+people+with+unilateral+Meniere's+disease+&author=GA+Gates&author=JD+Green&author=DL+Tucci&author=SA+Telian&publication_year=2004&hl=en""]",15210552,https://doi.org/10.1001/archotol.130.6.718, Gates 2004 {published data only}  ,included,CD015248-bbs2-0001,,15210552,15210552,15210552,84,,,15210552
CD015248-bib-0003,"Gates GA, Verall A, Green JD, Tucci DL, Telian SA. ",Meniett clinical trial: long-term follow-up, Archives of Otolaryngology--Head & Neck Surgery ,2006,132,    ,['citation-journal']," Gates GA, Verall A, Green JD, Tucci DL, Telian SA. Meniett clinical trial: long-term follow-up.  Archives of Otolaryngology--Head & Neck Surgery 2006;132(12):1311-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1001/archotol.132.12.1311', 'https://www.ncbi.nlm.nih.gov/pubmed/17178941', 'https://scholar.google.com/scholar_lookup?title=Meniett+clinical+trial:+long-term+follow-up&author=GA+Gates&author=A+Verall&author=JD+Green&author=DL+Tucci&author=SA+Telian&publication_year=2006&hl=en']",17178941,https://doi.org/10.1001/archotol.132.12.1311, Gates 2004 {published data only}  ,included,CD015248-bbs2-0001,,,17178941,17178941,47,https://jamanetwork.com/journals/jamaotolaryngology/articlepdf/484604/ooa60110_1311_1316.pdf,,17178941
CD015248-bib-0004,"Gurkov R, Filipe Mingas LB, Rader T, Louza J, Olzowy B, Krause E. ","Effect of transtympanic low-pressure therapy in patients with unilateral Meniere's disease unresponsive to betahistine: a randomised, placebo-controlled, double-blinded, clinical trial", Journal of Laryngology and Otology ,2012,126,    ,['citation-journal']," Gurkov R, Filipe Mingas LB, Rader T, Louza J, Olzowy B, Krause E. Effect of transtympanic low-pressure therapy in patients with unilateral Meniere's disease unresponsive to betahistine: a randomised, placebo-controlled, double-blinded, clinical trial.  Journal of Laryngology and Otology 2012;126(4):356-62. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1017/S0022215112000102', 'https://www.ncbi.nlm.nih.gov/pubmed/22365373', ""https://scholar.google.com/scholar_lookup?title=Effect+of+transtympanic+low-pressure+therapy+in+patients+with+unilateral+Meniere's+disease+unresponsive+to+betahistine:+a+randomised,+placebo-controlled,+double-blinded,+clinical+trial+&author=R+Gurkov&author=LB+FilipeMingas&author=T+Rader&author=J+Louza&author=B+Olzowy&author=E+Krause&publication_year=2012&hl=en""]",22365373,https://doi.org/10.1017/S0022215112000102, Gurkov 2012 {published data only}  ,included,CD015248-bbs2-0002,,22365373,22365373,22365373,33,,,22365373
CD015248-bib-0005,NCT00831688. ,Phase 3 study of efficacy of local overpressure treatment for Meniere's disease,,,,   ,['citation-other'], NCT00831688. Phase 3 study of efficacy of local overpressure treatment for Meniere's disease. https://clinicaltrials.gov/ct2/show/NCT00831688 (first received 29 January 2009). CENTRAL    ,[''],,, Gurkov 2012 {published data only}  ,included,CD015248-bbs2-0002,,,,,,,,
CD015248-bib-0006,"Russo FY, Nguyen Y, De Seta D, Bouccara D, Sterkers O, Ferrary E, et al. ","Meniett device in Meniere disease: randomized, double-blind, placebo-controlled multicenter trial", Laryngoscope ,2017,127,    ,['citation-journal']," Russo FY, Nguyen Y, De Seta D, Bouccara D, Sterkers O, Ferrary E, et al. Meniett device in Meniere disease: randomized, double-blind, placebo-controlled multicenter trial.  Laryngoscope 2017;127(2):470-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/lary.26197', 'https://www.ncbi.nlm.nih.gov/pubmed/27515294', 'https://scholar.google.com/scholar_lookup?title=Meniett+device+in+Meniere+disease:+randomized,+double-blind,+placebo-controlled+multicenter+trial+&author=FY+Russo&author=Y+Nguyen&author=D+DeSeta&author=D+Bouccara&author=O+Sterkers&author=E+Ferrary&publication_year=2017&hl=en']",27515294,https://doi.org/10.1002/lary.26197, Russo 2017 {published data only}  ,included,CD015248-bbs2-0003,,,27515294,27515294,29,https://hal.sorbonne-universite.fr/hal-01513397/file/Russo_2017_Meniett_device_in.pdf,,27515294
CD015248-bib-0007,"Barbara M, Consagra C, Monini S, Nostro G, Harguindey A, Vestri A, et al. ","Local pressure protocol, including Meniett, in the treatment of Meniere's disease: short-term results during the active stage", Acta Oto-Laryngologica ,2001,121,    ,['citation-journal']," Barbara M, Consagra C, Monini S, Nostro G, Harguindey A, Vestri A, et al. Local pressure protocol, including Meniett, in the treatment of Meniere's disease: short-term results during the active stage.  Acta Oto-Laryngologica 2001;121(8):939-44. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1080/000164801317166826', 'https://www.ncbi.nlm.nih.gov/pubmed/11813899', ""https://scholar.google.com/scholar_lookup?title=Local+pressure+protocol,+including+Meniett,+in+the+treatment+of+Meniere's+disease:+short-term+results+during+the+active+stage+&author=M+Barbara&author=C+Consagra&author=S+Monini&author=G+Nostro&author=A+Harguindey&author=A+Vestri&publication_year=2001&hl=en""]",11813899,https://doi.org/10.1080/000164801317166826, Barbara 2001 {published data only}  ,excluded,CD015248-bbs2-0004," This is not an RCT, it is a prospective cohort study ",,11813899,11813899,34,,,11813899
CD015248-bib-0008,Conde JF. ,Treatment of labyrinthine vertigo, Acta Oto-Rino-Laringologica Ibero-Americana ,1965,16,    ,['citation-journal'], Conde JF. Treatment of labyrinthine vertigo.  Acta Oto-Rino-Laringologica Ibero-Americana 1965;16(5):511-21. CENTRAL    PubMed     Google Scholar     ,"['', 'https://www.ncbi.nlm.nih.gov/pubmed/5851670', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+labyrinthine+vertigo&author=JF+Conde&publication_year=1965&hl=en']",5851670,, Conde 1965 {published data only}  ,excluded,CD015248-bbs2-0005," This is a review article on the treatment of vertigo, not an RCT ",,,,,,,5851670
CD015248-bib-0009,"Densert B, Densert O, Arlinger S, Sass K, Odkvist L. ",Immediate effects of middle ear pressure changes on the electrocochleographic recordings in patients with Meniere's disease: a clinical placebo-controlled study, American Journal of Otology ,1997,18,    ,['citation-journal']," Densert B, Densert O, Arlinger S, Sass K, Odkvist L. Immediate effects of middle ear pressure changes on the electrocochleographic recordings in patients with Meniere's disease: a clinical placebo-controlled study.  American Journal of Otology 1997;18(6):726-33. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/9391668', ""https://scholar.google.com/scholar_lookup?title=Immediate+effects+of+middle+ear+pressure+changes+on+the+electrocochleographic+recordings+in+patients+with+Meniere's+disease:+a+clinical+placebo-controlled+study+&author=B+Densert&author=O+Densert&author=S+Arlinger&author=K+Sass&author=L+Odkvist&publication_year=1997&hl=en""]",9391668,, Densert 1997 {published data only}  ,excluded,CD015248-bbs2-0006," This RCT followed up patients immediately after exposure to positive pressure therapy, therefore the duration of follow‐up was insufficient for this review (< 3 months)  ",9391668,9391668,,,,,9391668
CD015248-bib-0010,"Odkvist LM, Arlinger S, Billermark E, Densert B, Lindholm S, Wallqvist J. ",Effects of middle ear pressure changes on clinical symptoms in patients with Meniere's disease - a clinical multicentre placebo-controlled study, Acta Oto-Oaryngologica. Supplementum ,2000,543,    ,['citation-journal']," Odkvist LM, Arlinger S, Billermark E, Densert B, Lindholm S, Wallqvist J. Effects of middle ear pressure changes on clinical symptoms in patients with Meniere's disease - a clinical multicentre placebo-controlled study.  Acta Oto-Oaryngologica. Supplementum 2000;543:99-101. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1080/000164800454107', ""https://scholar.google.com/scholar_lookup?title=Effects+of+middle+ear+pressure+changes+on+clinical+symptoms+in+patients+with+Meniere's+disease+-+a+clinical+multicentre+placebo-controlled+study+&author=LM+Odkvist&author=S+Arlinger&author=E+Billermark&author=B+Densert&author=S+Lindholm&author=J+Wallqvist&publication_year=2000&hl=en""]",,https://doi.org/10.1080/000164800454107, Odkvist 2000 {published data only}  ,excluded,CD015248-bbs2-0007," This RCT only followed participants up for 2 weeks, therefore the duration of follow‐up was insufficient  ",10908991,10908991,,18,,,10908991
