reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD014758-bib-0001,"Adler D, Millodot M. ",The possible effect of undercorrection on myopic progression in children, Clinical and Experimental Optometry ,2006,89,    ,['citation-journal']," Adler D, Millodot M. The possible effect of undercorrection on myopic progression in children.  Clinical and Experimental Optometry 2006;89(5):315-21. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1444-0938.2006.00055.x', 'https://www.ncbi.nlm.nih.gov/pubmed/16907670', 'https://scholar.google.com/scholar_lookup?title=The+possible+effect+of+undercorrection+on+myopic+progression+in+children&author=D+Adler&author=M+Millodot&publication_year=2006&hl=en']",16907670,https://doi.org/10.1111/j.1444-0938.2006.00055.x, Adler 2006 {published data only}  ,included,CD014758-bbs2-0001,,16907670,,16907670,217.0,,,16907670
CD014758-bib-0002,"Anstice NS, Phillips JR. ",Effect of dual-focus soft contact lens wear on axial myopia progression in children, Ophthalmology ,2011,118,    ,['citation-journal']," Anstice NS, Phillips JR. Effect of dual-focus soft contact lens wear on axial myopia progression in children.  Ophthalmology 2011;118(6):1152-61. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ophtha.2010.10.035', 'https://www.ncbi.nlm.nih.gov/pubmed/21276616', 'https://scholar.google.com/scholar_lookup?title=Effect+of+dual-focus+soft+contact+lens+wear+on+axial+myopia+progression+in+children&author=NS+Anstice&author=JR+Phillips&publication_year=2011&hl=en']",21276616,https://doi.org/10.1016/j.ophtha.2010.10.035, Anstice 2011 {published data only}  ,included,CD014758-bbs2-0002,,21276616,,21276616,430.0,,,21276616
CD014758-bib-0003,"Chia A, Chua WH, Cheung YB, Wong WL, Lingham A, Fong A, et al. ","Atropine for the treatment of childhood myopia: safety and efficacy of 0.5%, 0.1%, and 0.01% doses (Atropine for the treatment of myopia 2)", Ophthalmology ,2012,119,    ,['citation-journal']," Chia A, Chua WH, Cheung YB, Wong WL, Lingham A, Fong A, et al. Atropine for the treatment of childhood myopia: safety and efficacy of 0.5%, 0.1%, and 0.01% doses (Atropine for the treatment of myopia 2).  Ophthalmology 2012;119(2):347-54. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ophtha.2011.07.031', 'https://www.ncbi.nlm.nih.gov/pubmed/21963266', 'https://scholar.google.com/scholar_lookup?title=Atropine+for+the+treatment+of+childhood+myopia:+safety+and+efficacy+of+0.5%,+0.1%,+and+0.01%+doses+(Atropine+for+the+treatment+of+myopia+2)+&author=A+Chia&author=WH+Chua&author=YB+Cheung&author=WL+Wong&author=A+Lingham&author=A+Fong&publication_year=2012&hl=en']",21963266,https://doi.org/10.1016/j.ophtha.2011.07.031, ATOM 2 Study 2012 {published data only}NCT00371124  ,included,CD014758-bbs2-0003,,,21963266,21963266,737.0,,,21963266
CD014758-bib-0004,"Chia A, Chua WH, Wen L, Fong A, Goon YY, Tan D. ","Atropine for the treatment of childhood myopia: changes after stopping atropine 0.01%, 0.1% and 0.5%", American Journal of Ophthalmology ,2014,157,    ,['citation-journal']," Chia A, Chua WH, Wen L, Fong A, Goon YY, Tan D. Atropine for the treatment of childhood myopia: changes after stopping atropine 0.01%, 0.1% and 0.5%.  American Journal of Ophthalmology 2014;157(2):451-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ajo.2013.09.020', 'https://www.ncbi.nlm.nih.gov/pubmed/24315293', 'https://scholar.google.com/scholar_lookup?title=Atropine+for+the+treatment+of+childhood+myopia:+changes+after+stopping+atropine+0.01%,+0.1%+and+0.5%+&author=A+Chia&author=WH+Chua&author=L+Wen&author=A+Fong&author=YY+Goon&author=D+Tan&publication_year=2014&hl=en']",24315293,https://doi.org/10.1016/j.ajo.2013.09.020, ATOM 2 Study 2012 {published data only}NCT00371124  ,included,CD014758-bbs2-0003,,24315293,24315293,24315293,316.0,,,24315293
CD014758-bib-0005,"Chia A, Li W, Tan D, Luu CD. ",Full-field electroretinogram findings in children in the Atropine treatment for myopia (ATOM2) study, Documenta Ophthalmologica. Advances in Ophthalmology ,2013,126,    ,['citation-journal']," Chia A, Li W, Tan D, Luu CD. Full-field electroretinogram findings in children in the Atropine treatment for myopia (ATOM2) study.  Documenta Ophthalmologica. Advances in Ophthalmology 2013;126(3):177-86. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s10633-012-9372-8', 'https://www.ncbi.nlm.nih.gov/pubmed/23292524', 'https://scholar.google.com/scholar_lookup?title=Full-field+electroretinogram+findings+in+children+in+the+Atropine+treatment+for+myopia+(ATOM2)+study+&author=A+Chia&author=W+Li&author=D+Tan&author=CD+Luu&publication_year=2013&hl=en']",23292524,https://doi.org/10.1007/s10633-012-9372-8, ATOM 2 Study 2012 {published data only}NCT00371124  ,included,CD014758-bbs2-0003,,,23292524,23292524,45.0,,,23292524
CD014758-bib-0006,"Chia A, Lu QS, Tan D. ",Five-year clinical trial on atropine for the treatment of myopia 2: myopia control with atropine 0.01% eyedrops, Ophthalmology ,2016,123,    ,['citation-journal']," Chia A, Lu QS, Tan D. Five-year clinical trial on atropine for the treatment of myopia 2: myopia control with atropine 0.01% eyedrops.  Ophthalmology 2016;123(2):391-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ophtha.2015.07.004', 'https://www.ncbi.nlm.nih.gov/pubmed/26271839', 'https://scholar.google.com/scholar_lookup?title=Five-year+clinical+trial+on+atropine+for+the+treatment+of+myopia+2:+myopia+control+with+atropine+0.01%+eyedrops+&author=A+Chia&author=QS+Lu&author=D+Tan&publication_year=2016&hl=en']",26271839,https://doi.org/10.1016/j.ophtha.2015.07.004, ATOM 2 Study 2012 {published data only}NCT00371124  ,included,CD014758-bbs2-0003,,26271839,,26271839,548.0,http://www.aaojournal.org/article/S0161642015006752/pdf,,26271839
CD014758-bib-0007,"Chia A, Luu CD, Li W, Cheung YB, Tan D. ",Full-field electroretinogram findings in myopic children on topical atropine, Documenta Ophthalmologica. Advances in Ophthalmology ,2011,123 Suppl 1,    ,['citation-journal']," Chia A, Luu CD, Li W, Cheung YB, Tan D. Full-field electroretinogram findings in myopic children on topical atropine.  Documenta Ophthalmologica. Advances in Ophthalmology 2011;123 Suppl 1:42. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Full-field+electroretinogram+findings+in+myopic+children+on+topical+atropine&author=A+Chia&author=CD+Luu&author=W+Li&author=YB+Cheung&author=D+Tan&publication_year=2011&hl=en']",,, ATOM 2 Study 2012 {published data only}NCT00371124  ,included,CD014758-bbs2-0003,,,,,,,,
CD014758-bib-0008,Chua WH. ,Establishing an optimal dose of atropine for slowing progression of childhood myopia, Ophthalmic and Physiological Optics ,2006,26,    ,['citation-journal'], Chua WH. Establishing an optimal dose of atropine for slowing progression of childhood myopia.  Ophthalmic and Physiological Optics 2006;26:29. CENTRAL    Google Scholar     ,"['', 'https://scholar.google.com/scholar_lookup?title=Establishing+an+optimal+dose+of+atropine+for+slowing+progression+of+childhood+myopia&author=WH+Chua&publication_year=2006&hl=en']",,, ATOM 2 Study 2012 {published data only}NCT00371124  ,included,CD014758-bbs2-0003,,,,,,,,
CD014758-bib-0009,"Chia A, Chua WH, Tan D. ",Effect of topical atropine on astigmatism, British Journal of Ophthalmology ,2009,93,    ,['citation-journal']," Chia A, Chua WH, Tan D. Effect of topical atropine on astigmatism.  British Journal of Ophthalmology 2009;93(6):799-802. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/bjo.2008.147421', 'https://www.ncbi.nlm.nih.gov/pubmed/19211603', 'https://scholar.google.com/scholar_lookup?title=Effect+of+topical+atropine+on+astigmatism&author=A+Chia&author=WH+Chua&author=D+Tan&publication_year=2009&hl=en']",19211603,https://doi.org/10.1136/bjo.2008.147421, ATOM Study 2006 {published data only}  ,included,CD014758-bbs2-0004,,21963266,,19211603,16,,,19211603
CD014758-bib-0010,"Chua W, Balakrishnan V, Chan Y. ",Analysis of safety data for atropine in the treatment of myopia (ATOM) study,,2002,43,    ,['citation-other']," Chua W, Balakrishnan V, Chan Y. Analysis of safety data for atropine in the treatment of myopia (ATOM) study. Investigative Ophthalmology and Visual Science2002;43(13):ARVO E-abstract 329. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Analysis+of+safety+data+for+atropine+in+the+treatment+of+myopia+(ATOM)+study&author=W+Chua&author=V+Balakrishnan&author=Y+Chan&publication_year=2002&hl=en']",,, ATOM Study 2006 {published data only}  ,included,CD014758-bbs2-0004,,,,,,,,
