reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015395-bib-0001,"Hammond J, Leister-Tebbe H, Gardner A, Abreu P, Bao W, Wisemandle W, et al, EPIC-HR Investigators. ","Oral nirmatrelvir for high-risk, nonhospitalized adults with COVID-19", New England Journal of Medicine ,2022,386,    ,['citation-journal']," Hammond J, Leister-Tebbe H, Gardner A, Abreu P, Bao W, Wisemandle W, et al, EPIC-HR Investigators. Oral nirmatrelvir for high-risk, nonhospitalized adults with COVID-19.  New England Journal of Medicine 2022;386:1397-408. CENTRAL [DOI: 10.1056/NEJMoa2118542]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1056/NEJMoa2118542', 'https://www.ncbi.nlm.nih.gov/pubmed/35172054', 'https://scholar.google.com/scholar_lookup?title=Oral+nirmatrelvir+for+high-risk,+nonhospitalized+adults+with+COVID-19&author=J+Hammond&author=H+Leister-Tebbe&author=A+Gardner&author=P+Abreu&author=W+Bao&author=W+Wisemandle&publication_year=2022&hl=en']",35172054,https://doi.org/10.1056/NEJMoa2118542, EPIC‐HR 2021 {published data only}  ,included,CD015395-bbs2-0001,,,,,,,,35172054
CD015395-bib-0002,Norisuke K. ,jRCT2031210267: A study of PF-07321332/ritonavir in nonhospitalized high risk adult participants with COVID-19,,,,   ,['citation-other'], Norisuke K. jRCT2031210267: A study of PF-07321332/ritonavir in nonhospitalized high risk adult participants with COVID-19. jrct.niph.go.jp/en-latest-detail/jRCT2031210267 2021 (first received April 11 2022). CENTRAL    ,[''],,, EPIC‐HR 2021 {published data only}  ,included,CD015395-bbs2-0001,,,,,,,,
CD015395-bib-0003,Pfizer. ,2021-002895-38: A phase 2/3 efficacy and safety study of PF-07321332 /ritonavir in nonhospitalized high risk adult participants with COVID 19,,,,   ,['citation-other'], Pfizer. 2021-002895-38: A phase 2/3 efficacy and safety study of PF-07321332 /ritonavir in nonhospitalized high risk adult participants with COVID 19. clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2021-002895-38 2021 (first received April 11 2022). CENTRAL    ,[''],,, EPIC‐HR 2021 {published data only}  ,included,CD015395-bbs2-0001,,,,,,,,
CD015395-bib-0004,Pfizer. ,NCT04960202: EPIC-HR: study of oral PF-07321332/ritonavir compared with placebo in nonhospitalized high risk adults with COVID-19,,,,   ,['citation-other'], Pfizer. NCT04960202: EPIC-HR: study of oral PF-07321332/ritonavir compared with placebo in nonhospitalized high risk adults with COVID-19. clinicaltrials.gov/ct2/show/NCT04960202 2021 (first received April 11 2022). CENTRAL    ,[''],,, EPIC‐HR 2021 {published data only}  ,included,CD015395-bbs2-0001,,,,,,,,
CD015395-bib-0005,"Caceres J, Maki DG, Hennekens CH. ",Cautious optimism and considerations for health providers and patients: oral antiviral for early treatment of high-risk patients and vaccines for prevention of COVID-19, American Journal of Medicine ,2022,135,    ,['citation-journal']," Caceres J, Maki DG, Hennekens CH. Cautious optimism and considerations for health providers and patients: oral antiviral for early treatment of high-risk patients and vaccines for prevention of COVID-19.  American Journal of Medicine 2022;135(7):808-9. CENTRAL [DOI: 10.1016/j.amjmed.2022.02.041]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.amjmed.2022.02.041', 'https://www.ncbi.nlm.nih.gov/pubmed/35307362', 'https://scholar.google.com/scholar_lookup?title=Cautious+optimism+and+considerations+for+health+providers+and+patients:+oral+antiviral+for+early+treatment+of+high-risk+patients+and+vaccines+for+prevention+of+COVID-19+&author=J+Caceres&author=DG+Maki&author=CH+Hennekens&publication_year=2022&hl=en']",35307362,https://doi.org/10.1016/j.amjmed.2022.02.041, Caceres 2022 {published data only}  ,excluded,CD015395-bbs2-0002," Editorial, commentary, letter etc. ",35307362,35307362,,,,,35307362
CD015395-bib-0006,"Elliott W, Chan J. ",Nirmatrelvir and ritonavir tablets (Paxlovid), Internal Medicine Alert ,2022,44,    ,['citation-journal']," Elliott W, Chan J. Nirmatrelvir and ritonavir tablets (Paxlovid).  Internal Medicine Alert 2022;44(1):Issue date: January 15, 2022. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Nirmatrelvir+and+ritonavir+tablets+(Paxlovid)&author=W+Elliott&author=J+Chan&publication_year=2022&hl=en']",,, Elliott 2022 {published data only}  ,excluded,CD015395-bbs2-0003," Editorial, commentary, letter etc. ",,,,,,,
CD015395-bib-0007,Pfizer Inc. ,"A phase 2/3 safety, pharmacokinetics, and efficacy study of nirmatrelvir/ritonavir in pediatric, nonhospitalized symptomatic participantswWith COVID-19 who are at risk of progression to severe disease",,,,   ,['citation-other']," Pfizer Inc. A phase 2/3 safety, pharmacokinetics, and efficacy study of nirmatrelvir/ritonavir in pediatric, nonhospitalized symptomatic participantswWith COVID-19 who are at risk of progression to severe disease. clinicaltrials.gov/ct2/show/NCT05261139 2022 (accessed May 15 2022). CENTRAL    ",[''],,, EPIC‐PEDS 2022 {published data only}  ,excluded,CD015395-bbs2-0004, Ineligible study design ,,,,,,,
CD015395-bib-0008,Shionogi Clinical Trials Administrator. ,NCT05305547. A study to compare S-217622 with placebo in non-hospitalized high-risk participants with COVID-19,,,,   ,['citation-other'], Shionogi Clinical Trials Administrator. NCT05305547. A study to compare S-217622 with placebo in non-hospitalized high-risk participants with COVID-19. clinicaltrials.gov/ct2/show/NCT05305547 2022 (accessed April 11 2022). CENTRAL    ,[''],,, NCT05305547 {published data only}  ,excluded,CD015395-bbs2-0005, Ineligible intervention: study drug S‐217622 ,,,,,,,
CD015395-bib-0009,"Singh RS, Toussi SS, Hackman F, Chan PL, Rao R, Allen R, et al. ",Innovative randomized phase 1 study and dosing regimen selection to accelerate and inform pivotal COVID-19 trial of nirmatrelvir [online ahead of print],,2022,,    ,['citation-other']," Singh RS, Toussi SS, Hackman F, Chan PL, Rao R, Allen R, et al. Innovative randomized phase 1 study and dosing regimen selection to accelerate and inform pivotal COVID-19 trial of nirmatrelvir [online ahead of print]. Clinical Pharmacology & Therapeutics2022. CENTRAL [DOI: 10.1002/cpt.2603]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Innovative+randomized+phase+1+study+and+dosing+regimen+selection+to+accelerate+and+inform+pivotal+COVID-19+trial+of+nirmatrelvir+[online+ahead+of+print]+&author=RS+Singh&author=SS+Toussi&author=F+Hackman&author=PL+Chan&author=R+Rao&author=R+Allen&publication_year=2022&hl=en']",,, Singh 2022 {published data only}  ,excluded,CD015395-bbs2-0006, Ineligible patient population: healthy adults ,,,,,,,
CD015395-bib-0010,"Singh Rsp, Toussi SS, Hackman F, Chan PL, Rao R, Allen R, et al. ",Innovative randomized phase 1 study and dosing regimen selection to accelerate and inform pivotal COVID-19 trial of nirmatrelvir, medRxiv ,2022,2022.02.08,    ,['citation-journal']," Singh Rsp, Toussi SS, Hackman F, Chan PL, Rao R, Allen R, et al. Innovative randomized phase 1 study and dosing regimen selection to accelerate and inform pivotal COVID-19 trial of nirmatrelvir.  medRxiv 2022;2022.02.08:22270649. CENTRAL [DOI: 10.1101/2022.02.08.22270649]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Innovative+randomized+phase+1+study+and+dosing+regimen+selection+to+accelerate+and+inform+pivotal+COVID-19+trial+of+nirmatrelvir+&author=SS+Toussi&author=F+Hackman&author=PL+Chan&author=R+Rao&author=R+Allen&publication_year=2022&hl=en']",,, Singh 2022 {published data only}  ,excluded,CD015395-bbs2-0006, Ineligible patient population: healthy adults ,,,,,,,
