reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015249-bib-0001,"Kitahara T, Okamoto H, Fukushima M, Sakagami M, Ito T, Yamashita A, et al. ",A two-year randomized trial of interventions to decrease stress hormone vasopressin production in patients with Meniere's disease - a pilot study, PLOS One ,2016,11,    ,['citation-journal']," Kitahara T, Okamoto H, Fukushima M, Sakagami M, Ito T, Yamashita A, et al. A two-year randomized trial of interventions to decrease stress hormone vasopressin production in patients with Meniere's disease - a pilot study.  PLOS One 2016;11(6):e0158309. CENTRAL [DOI: 10.1371/journal.pone.0158309]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0158309', 'https://www.ncbi.nlm.nih.gov/pubmed/27362705', ""https://scholar.google.com/scholar_lookup?title=A+two-year+randomized+trial+of+interventions+to+decrease+stress+hormone+vasopressin+production+in+patients+with+Meniere's+disease+-+a+pilot+study+&author=T+Kitahara&author=H+Okamoto&author=M+Fukushima&author=M+Sakagami&author=T+Ito&author=A+Yamashita&publication_year=2016&hl=en""]",27362705,https://doi.org/10.1371/journal.pone.0158309, Kitahara 2016 {published data only}  ,included,CD015249-bbs2-0001,,,27362705,27362705,35.0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0158309&type=printable,,27362705
CD015249-bib-0002,NCT01099046. ,Stress management therapy for Meniere's disease,,,,   ,['citation-other'], NCT01099046. Stress management therapy for Meniere's disease. https://clinicaltrials.gov/ct2/show/NCT01099046 (first received 6 April 2010). CENTRAL    ,[''],,, Kitahara 2016 {published data only}  ,included,CD015249-bbs2-0001,,27362705,,,,,,27362705
CD015249-bib-0003,"Bretlau P, Thomsen J, Tos M, Johnsen NJ. ",Placebo effect in surgery for Meniere's disease. A double-blind placebo-controlled study on endolymphatic sac shunt surgery, Advances in Oto-Rhino-Laryngology ,1982,28,    ,['citation-journal']," Bretlau P, Thomsen J, Tos M, Johnsen NJ. Placebo effect in surgery for Meniere's disease. A double-blind placebo-controlled study on endolymphatic sac shunt surgery.  Advances in Oto-Rhino-Laryngology 1982;28:139-46. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1159/000406751', 'https://www.ncbi.nlm.nih.gov/pubmed/7113817', ""https://scholar.google.com/scholar_lookup?title=Placebo+effect+in+surgery+for+Meniere's+disease.+A+double-blind+placebo-controlled+study+on+endolymphatic+sac+shunt+surgery+&author=P+Bretlau&author=J+Thomsen&author=M+Tos&author=NJ+Johnsen&publication_year=1982&hl=en""]",7113817,https://doi.org/10.1159/000406751, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,,,,,,,7113817
CD015249-bib-0004,"Bretlau P, Thomsen J, Tos M, Johnsen NJ. ",Placebo-effect in surgery for Menieres disease - a 3-year follow-up study of patients in an double-blind placebo controlled study on endolymphatic sac shunt surgery, American Journal of Otology ,1984,5,    ,['citation-journal']," Bretlau P, Thomsen J, Tos M, Johnsen NJ. Placebo-effect in surgery for Menieres disease - a 3-year follow-up study of patients in an double-blind placebo controlled study on endolymphatic sac shunt surgery.  American Journal of Otology 1984;5(6):558-61. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/6517150', 'https://scholar.google.com/scholar_lookup?title=Placebo-effect+in+surgery+for+Menieres+disease+-+a+3-year+follow-up+study+of+patients+in+an+double-blind+placebo+controlled+study+on+endolymphatic+sac+shunt+surgery+&author=P+Bretlau&author=J+Thomsen&author=M+Tos&author=NJ+Johnsen&publication_year=1984&hl=en']",6517150,, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,,,,,,,6517150
CD015249-bib-0005,"Bretlau P, Thomsen J, Tos M, Johnson NJ. ",Placebo effect in surgery for Meniere's disease: nine-year follow-up, American Journal of Otology ,1989,10,    ,['citation-journal']," Bretlau P, Thomsen J, Tos M, Johnson NJ. Placebo effect in surgery for Meniere's disease: nine-year follow-up.  American Journal of Otology 1989;10(4):259-61. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/2679115', ""https://scholar.google.com/scholar_lookup?title=Placebo+effect+in+surgery+for+Meniere's+disease:+nine-year+follow-up&author=P+Bretlau&author=J+Thomsen&author=M+Tos&author=NJ+Johnson&publication_year=1989&hl=en""]",2679115,, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,,,,,,,2679115
CD015249-bib-0006,"Thomsen J, Bretlau P, Tos, M, Johnsen NJ. ",Ménière's disease: endolymphatic sac decompression compared with sham (placebo) decompression, Annals of the New York Academy of Sciences ,1981,374,    ,['citation-journal']," Thomsen J, Bretlau P, Tos, M, Johnsen NJ. Ménière's disease: endolymphatic sac decompression compared with sham (placebo) decompression.  Annals of the New York Academy of Sciences 1981;374:820-30. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1749-6632.1981.tb30922.x', 'https://www.ncbi.nlm.nih.gov/pubmed/7041752', ""https://scholar.google.com/scholar_lookup?title=Ménière's+disease:+endolymphatic+sac+decompression+compared+with+sham+(placebo)+decompression&author=J+Thomsen&author=P+Bretlau&author=NJ+Johnsen&publication_year=1981&hl=en""]",7041752,https://doi.org/10.1111/j.1749-6632.1981.tb30922.x, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,7041752,,7041752,44,,,7041752
CD015249-bib-0007,"Thomsen J, Bretlau P, Tos M, Johnsen NJ. ",Endolymphatic sac-mastoid shunt surgery. A nonspecific treatment modality?," Annals of Otology, Rhinology, and Laryngology ",1986,95,    ,['citation-journal']," Thomsen J, Bretlau P, Tos M, Johnsen NJ. Endolymphatic sac-mastoid shunt surgery. A nonspecific treatment modality? Annals of Otology, Rhinology, and Laryngology 1986;95(1 Pt 1):32-5. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1177/000348948609500107', 'https://scholar.google.com/scholar_lookup?title=Endolymphatic+sac-mastoid+shunt+surgery.+A+nonspecific+treatment+modality?&author=J+Thomsen&author=P+Bretlau&author=M+Tos&author=NJ+Johnsen&publication_year=1986&hl=en']",,https://doi.org/10.1177/000348948609500107, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,3947001,3947001,3947001,49,,,3947001
CD015249-bib-0008,"Thomsen J, Bretlau P, Tos M, Johnsen NJ. ",Meniere's disease: a 3-year follow-up of patients in a double-blind placebo-controlled study on endolymphatic sac shunt surgery, Advances in Oto-Rhino-Laryngology ,1983,30,    ,['citation-journal']," Thomsen J, Bretlau P, Tos M, Johnsen NJ. Meniere's disease: a 3-year follow-up of patients in a double-blind placebo-controlled study on endolymphatic sac shunt surgery.  Advances in Oto-Rhino-Laryngology 1983;30:350-4. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1159/000407673', 'https://www.ncbi.nlm.nih.gov/pubmed/12325222', ""https://scholar.google.com/scholar_lookup?title=Meniere's+disease:+a+3-year+follow-up+of+patients+in+a+double-blind+placebo-controlled+study+on+endolymphatic+sac+shunt+surgery+&author=J+Thomsen&author=P+Bretlau&author=M+Tos&author=NJ+Johnsen&publication_year=1983&hl=en""]",12325222,https://doi.org/10.1159/000407673, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,,,12325222,13,,,12325222
CD015249-bib-0009,"Thomsen J, Bretlau P, Tos M, Johnsen NJ. ","Placebo effect in surgery for Meniere's disease. A double-blind, placebo-controlled study on endolymphatic sac shunt surgery", Archives of Otolaryngology ,1981,107,    ,['citation-journal']," Thomsen J, Bretlau P, Tos M, Johnsen NJ. Placebo effect in surgery for Meniere's disease. A double-blind, placebo-controlled study on endolymphatic sac shunt surgery.  Archives of Otolaryngology 1981;107(5):271-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1001/archotol.1981.00790410009002', 'https://www.ncbi.nlm.nih.gov/pubmed/7013741', ""https://scholar.google.com/scholar_lookup?title=Placebo+effect+in+surgery+for+Meniere's+disease.+A+double-blind,+placebo-controlled+study+on+endolymphatic+sac+shunt+surgery+&author=J+Thomsen&author=P+Bretlau&author=M+Tos&author=NJ+Johnsen&publication_year=1981&hl=en""]",7013741,https://doi.org/10.1001/archotol.1981.00790410009002, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,,,7113817,197,,,7013741
CD015249-bib-0010,"Thomsen J, Bretlau P, Tos M, Johnsen NJ. ",Placebo-effect in surgery for Menieres disease - 3 year follow-up, Otolaryngology - Head and Neck Surgery ,1983,91,    ,['citation-journal']," Thomsen J, Bretlau P, Tos M, Johnsen NJ. Placebo-effect in surgery for Menieres disease - 3 year follow-up.  Otolaryngology - Head and Neck Surgery 1983;91(2):183-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1177/019459988309100213', 'https://www.ncbi.nlm.nih.gov/pubmed/6408576', 'https://scholar.google.com/scholar_lookup?title=Placebo-effect+in+surgery+for+Menieres+disease+-+3+year+follow-up&author=J+Thomsen&author=P+Bretlau&author=M+Tos&author=NJ+Johnsen&publication_year=1983&hl=en']",6408576,https://doi.org/10.1177/019459988309100213, Thomsen 1981 {published data only}  ,included,CD015249-bbs2-0002,,,,6408576,34,,,6408576
