reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD008080-bib-0001,"Ahn JH, Yoo MH, Yoon TH, Chung JW. ",Can intratympanic dexamethasone added to systemic steroids improve hearing outcome in patients with sudden deafness?, Laryngoscope ,2008,118,    ,['citation-journal']," Ahn JH, Yoo MH, Yoon TH, Chung JW. Can intratympanic dexamethasone added to systemic steroids improve hearing outcome in patients with sudden deafness? Laryngoscope 2008;118(2):279-82. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/MLG.0b013e3181585428', 'https://www.ncbi.nlm.nih.gov/pubmed/17989574', 'https://scholar.google.com/scholar_lookup?title=Can+intratympanic+dexamethasone+added+to+systemic+steroids+improve+hearing+outcome+in+patients+with+sudden+deafness?+&author=JH+Ahn&author=MH+Yoo&author=TH+Yoon&author=JW+Chung&publication_year=2008&hl=en']",17989574,https://doi.org/10.1097/MLG.0b013e3181585428, Ahn 2008 {published data only}  ,included,CD008080-bbs2-0001,,17989574,,17989574,124.0,,,17989574
CD008080-bib-0002,Al-Shehri AMS. ,Intratympanic vs. oral steroids for treatment of idiopathic sudden sensorineural hearing loss: a randomized controlled study, British Journal of Medicine & Medical Research ,2015,11,    ,['citation-journal'], Al-Shehri AMS. Intratympanic vs. oral steroids for treatment of idiopathic sudden sensorineural hearing loss: a randomized controlled study.  British Journal of Medicine & Medical Research 2015;11(6):1-6. CENTRAL    Link to article     Google Scholar     ,"['', 'https://doi.org/10.9734/BJMMR/2016/21732', 'https://scholar.google.com/scholar_lookup?title=Intratympanic+vs.+oral+steroids+for+treatment+of+idiopathic+sudden+sensorineural+hearing+loss:+a+randomized+controlled+study+&author=AMS+Al-Shehri&publication_year=2015&hl=en']",,https://doi.org/10.9734/BJMMR/2016/21732, Al‐Shehri 2015 {published data only}  ,included,CD008080-bbs2-0002,,,,,2.0,,,
CD008080-bib-0003,"Arastou S, Tajedini A, Borghei P. ",Combined intratympanic and systemic steroid therapy for poor-prognosis sudden sensorineural hearing loss, Iranian Journal of Otorhinolaryngology ,2013,25,    ,['citation-journal']," Arastou S, Tajedini A, Borghei P. Combined intratympanic and systemic steroid therapy for poor-prognosis sudden sensorineural hearing loss.  Iranian Journal of Otorhinolaryngology 2013;25(70):23-8. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/24303415', 'https://scholar.google.com/scholar_lookup?title=Combined+intratympanic+and+systemic+steroid+therapy+for+poor-prognosis+sudden+sensorineural+hearing+loss+&author=S+Arastou&author=A+Tajedini&author=P+Borghei&publication_year=2013&hl=en']",24303415,, Arastou 2013 {published data only}  ,included,CD008080-bbs2-0003,,24303415,,,,,,24303415
CD008080-bib-0004,"Arslan N, Oğuz H, Demirci M, Şafak MA, İslam A, Kaytez SK, et al. ",Combined intratympanic and systemic use of steroids for idiopathic sudden sensorineural hearing loss, Otology & Neurotology ,2011,32,    ,['citation-journal']," Arslan N, Oğuz H, Demirci M, Şafak MA, İslam A, Kaytez SK, et al. Combined intratympanic and systemic use of steroids for idiopathic sudden sensorineural hearing loss.  Otology & Neurotology 2011;32(3):393-7. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/MAO.0b013e318206fdfa', 'https://scholar.google.com/scholar_lookup?title=Combined+intratympanic+and+systemic+use+of+steroids+for+idiopathic+sudden+sensorineural+hearing+loss+&author=N+Arslan&author=H+Oğuz&author=M+Demirci&author=MA+Şafak&author=A+İslam&author=SK+Kaytez&publication_year=2011&hl=en']",,https://doi.org/10.1097/MAO.0b013e318206fdfa, Arslan 2011 {published data only}  ,included,CD008080-bbs2-0004,,,,21221047,71,,,21221047
CD008080-bib-0005,"Ashtiani MK, Firouzi F, Bastaninejad S, Dabiri S, Nasirmohtaram S, Saeedi N, et al. ",Efficacy of systemic and intratympanic corticosteroid combination therapy versus intratympanic or systemic therapy in patients with idiopathic sudden sensorineural hearing loss: a randomized controlled trial, Archives of Oto-rhino-laryngology ,2018,275,    ,['citation-journal']," Ashtiani MK, Firouzi F, Bastaninejad S, Dabiri S, Nasirmohtaram S, Saeedi N, et al. Efficacy of systemic and intratympanic corticosteroid combination therapy versus intratympanic or systemic therapy in patients with idiopathic sudden sensorineural hearing loss: a randomized controlled trial.  Archives of Oto-rhino-laryngology 2018;275(1):89-97. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s00405-017-4808-0', 'https://scholar.google.com/scholar_lookup?title=Efficacy+of+systemic+and+intratympanic+corticosteroid+combination+therapy+versus+intratympanic+or+systemic+therapy+in+patients+with+idiopathic+sudden+sensorineural+hearing+loss:+a+randomized+controlled+trial+&author=MK+Ashtiani&author=F+Firouzi&author=S+Bastaninejad&author=S+Dabiri&author=S+Nasirmohtaram&author=N+Saeedi&publication_year=2018&hl=en']",,https://doi.org/10.1007/s00405-017-4808-0, Ashtiani 2018 {published data only}  ,included,CD008080-bbs2-0005,,,,29149379,24,,,29149379
CD008080-bib-0006,"Battaglia A, Burchette R, Cueva R. ",Combination therapy (intratympanic dexamethasone + high-dose prednisone taper) for the treatment of idiopathic sudden sensorineural hearing loss, Otology & Neurotology ,2008,29,    ,['citation-journal']," Battaglia A, Burchette R, Cueva R. Combination therapy (intratympanic dexamethasone + high-dose prednisone taper) for the treatment of idiopathic sudden sensorineural hearing loss.  Otology & Neurotology 2008;29(4):453-60. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/MAO.0b013e318168da7a', 'https://scholar.google.com/scholar_lookup?title=Combination+therapy+(intratympanic+dexamethasone+++high-dose+prednisone+taper)+for+the+treatment+of+idiopathic+sudden+sensorineural+hearing+loss+&author=A+Battaglia&author=R+Burchette&author=R+Cueva&publication_year=2008&hl=en']",,https://doi.org/10.1097/MAO.0b013e318168da7a, Battaglia 2008 {published data only}  ,included,CD008080-bbs2-0006,,24892363,,18401285,239,,,18401285
CD008080-bib-0007,"Chang WX, Zhong HL, Cai X, Gan Q. ",Dexamethasone injection in the middle ear for high altitude refractory sudden deafness, Sichuan Medical Journal ,2010,31,    ,['citation-journal']," Chang WX, Zhong HL, Cai X, Gan Q. Dexamethasone injection in the middle ear for high altitude refractory sudden deafness.  Sichuan Medical Journal 2010;31(1):71. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Dexamethasone+injection+in+the+middle+ear+for+high+altitude+refractory+sudden+deafness&author=WX+Chang&author=HL+Zhong&author=X+Cai&author=Q+Gan&publication_year=2010&hl=en']",,, Chang 2010 {published data only}  ,included,CD008080-bbs2-0007,,,,,,,,
CD008080-bib-0008,"Choi SJ, Lee YH, Kim YH. ",Comparison of the efficacy of systemic and combined highly frequent intratympanic steroid treatment on sudden sensorineural hearing loss, Korean Journal of Audiology ,2011,15,    ,['citation-journal']," Choi SJ, Lee YH, Kim YH. Comparison of the efficacy of systemic and combined highly frequent intratympanic steroid treatment on sudden sensorineural hearing loss.  Korean Journal of Audiology 2011;15:133-6. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+the+efficacy+of+systemic+and+combined+highly+frequent+intratympanic+steroid+treatment+on+sudden+sensorineural+hearing+loss+&author=SJ+Choi&author=YH+Lee&author=YH+Kim&publication_year=2011&hl=en']",,, Choi 2011 {published data only}  ,included,CD008080-bbs2-0008,,,,,,,,
CD008080-bib-0009,"Dispenza F, Amodio E, De Stefano A, Gallina S, Marchese D, Mathur N, et al. ",Treatment of sudden sensorineural hearing loss with transtympanic injection of steroids as single therapy: a randomized clinical study, European Archives of Oto-rhino-laryngology ,2011,268,    ,['citation-journal']," Dispenza F, Amodio E, De Stefano A, Gallina S, Marchese D, Mathur N, et al. Treatment of sudden sensorineural hearing loss with transtympanic injection of steroids as single therapy: a randomized clinical study.  European Archives of Oto-rhino-laryngology 2011;268(9):1273-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00405-011-1523-0', 'https://www.ncbi.nlm.nih.gov/pubmed/21327728', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+sudden+sensorineural+hearing+loss+with+transtympanic+injection+of+steroids+as+single+therapy:+a+randomized+clinical+study+&author=F+Dispenza&author=E+Amodio&author=A+DeStefano&author=S+Gallina&author=D+Marchese&author=N+Mathur&publication_year=2011&hl=en']",21327728,https://doi.org/10.1007/s00405-011-1523-0, Dispenza 2011 {published data only}  ,included,CD008080-bbs2-0009,,,21327728,21327728,59,,,21327728
CD008080-bib-0010,"Ermutlu G, Süslü N, Yılmaz T, Saraç S. ",Sudden hearing loss: an effectivity comparison of intratympanic and systemic steroid treatments, European Archives of Oto-rhino-laryngology ,2017,274,    ,['citation-journal']," Ermutlu G, Süslü N, Yılmaz T, Saraç S. Sudden hearing loss: an effectivity comparison of intratympanic and systemic steroid treatments.  European Archives of Oto-rhino-laryngology 2017;274(10):3585-91. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00405-017-4691-8', 'https://www.ncbi.nlm.nih.gov/pubmed/28756569', 'https://scholar.google.com/scholar_lookup?title=Sudden+hearing+loss:+an+effectivity+comparison+of+intratympanic+and+systemic+steroid+treatments+&author=G+Ermutlu&author=N+Süslü&author=T+Yılmaz&author=S+Saraç&publication_year=2017&hl=en']",28756569,https://doi.org/10.1007/s00405-017-4691-8, Ermutlu 2017 {published data only}  ,included,CD008080-bbs2-0010,,28756569,,28756569,41,,,28756569
