reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015244-bib-0001,"Hanner P, Rask-Andersen H, Lange S, Jennische E. ",Antisecretory factor-inducing therapy improves the clinical outcome in patients with Ménière's disease, Acta Oto-Laryngologica ,2010,130,    ,['citation-journal']," Hanner P, Rask-Andersen H, Lange S, Jennische E. Antisecretory factor-inducing therapy improves the clinical outcome in patients with Ménière's disease.  Acta Oto-Laryngologica 2010;130:223-7. CENTRAL [DOI: 10.3109/00016480903022842]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3109/00016480903022842', 'https://www.ncbi.nlm.nih.gov/pubmed/19479454', ""https://scholar.google.com/scholar_lookup?title=Antisecretory+factor-inducing+therapy+improves+the+clinical+outcome+in+patients+with+Ménière's+disease+&author=P+Hanner&author=H+Rask-Andersen&author=S+Lange&author=E+Jennische&publication_year=2010&hl=en""]",19479454,https://doi.org/10.3109/00016480903022842, Hanner 2010 {published data only}  ,included,CD015244-bbs2-0001,,19479454,,19479454,32.0,,,19479454
CD015244-bib-0002,Jennische E. ,Cochrane ENT enquiry regarding your paper [personal communication],,,,   ,['citation-other'], Jennische E. Cochrane ENT enquiry regarding your paper [personal communication]. E-mail to: K Webster 14 September 2022. CENTRAL    ,[''],,, Hanner 2010 {published data only}  ,included,CD015244-bbs2-0001,,,,,,,,
CD015244-bib-0003,"Kitahara T, Okamoto H, Fukushima M, Sakagami M, Ito T, Yamashita A, et al. ",A two-year randomized trial of interventions to decrease stress hormone vasopressin production in patients with Meniere's disease - a pilot study, PLOS One ,2016,11,    ,['citation-journal']," Kitahara T, Okamoto H, Fukushima M, Sakagami M, Ito T, Yamashita A, et al. A two-year randomized trial of interventions to decrease stress hormone vasopressin production in patients with Meniere's disease - a pilot study.  PLOS One 2016;11(6):e0158309. CENTRAL [DOI: 10.1371/journal.pone.0158309]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0158309', 'https://www.ncbi.nlm.nih.gov/pubmed/27362705', ""https://scholar.google.com/scholar_lookup?title=A+two-year+randomized+trial+of+interventions+to+decrease+stress+hormone+vasopressin+production+in+patients+with+Meniere's+disease+-+a+pilot+study+&author=T+Kitahara&author=H+Okamoto&author=M+Fukushima&author=M+Sakagami&author=T+Ito&author=A+Yamashita&publication_year=2016&hl=en""]",27362705,https://doi.org/10.1371/journal.pone.0158309, Kitahara 2016 {published data only}  ,included,CD015244-bbs2-0002,,,27362705,27362705,35,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0158309&type=printable,,27362705
CD015244-bib-0004,NCT01099046. ,Stress management therapy for Meniere's disease,,,,   ,['citation-other'], NCT01099046. Stress management therapy for Meniere's disease. https://clinicaltrials.gov/ct2/show/NCT01099046 (first received 6 April 2010). CENTRAL    ,[''],,, Kitahara 2016 {published data only}  ,included,CD015244-bbs2-0002,,27362705,,,,,,27362705
CD015244-bib-0005,"Cui Q, Wang R, Yan J, Liu F, Chen N, Zhang L, et al. ",Vestibular rehabilitation in patients with vestibular peripheral vertigo, Lin Chuang Er Bi Yan Hou Ke za Zhi [Journal of Clinical Otorhinolaryngology] ,2022,36,    ,['citation-journal']," Cui Q, Wang R, Yan J, Liu F, Chen N, Zhang L, et al. Vestibular rehabilitation in patients with vestibular peripheral vertigo.  Lin Chuang Er Bi Yan Hou Ke za Zhi [Journal of Clinical Otorhinolaryngology] 2022;36(3):217-21. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Vestibular+rehabilitation+in+patients+with+vestibular+peripheral+vertigo&author=Q+Cui&author=R+Wang&author=J+Yan&author=F+Liu&author=N+Chen&author=L+Zhang&publication_year=2022&hl=en']",,, Cui 2022 {published data only}  ,excluded,CD015244-bbs2-0003, The intervention (vestibular rehabilitation) was not relevant for this review ,,,,,,,
CD015244-bib-0006,"Faag C, Bergenius J, Forsberg C, Langius-Eklof A. ",Feasibility and effects of a nursing intervention for patients with peripheral vestibular disorders, Rehabilitation Nursing ,2017,42,    ,['citation-journal']," Faag C, Bergenius J, Forsberg C, Langius-Eklof A. Feasibility and effects of a nursing intervention for patients with peripheral vestibular disorders.  Rehabilitation Nursing 2017;42(5):274-81. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/rnj.261', 'https://www.ncbi.nlm.nih.gov/pubmed/29244042', 'https://scholar.google.com/scholar_lookup?title=Feasibility+and+effects+of+a+nursing+intervention+for+patients+with+peripheral+vestibular+disorders+&author=C+Faag&author=J+Bergenius&author=C+Forsberg&author=A+Langius-Eklof&publication_year=2017&hl=en']",29244042,https://doi.org/10.1002/rnj.261, Faag 2017 {published data only}  ,excluded,CD015244-bbs2-0004, This study included a mixed population of participants with different vestibular disorders; no data are reported that are specific to those with Ménière's disease  ,29244042,29244042,29244042,2,,,29244042
CD015244-bib-0007,"Garcia AP, Gananca MM, Cusin FS, Tomaz A, Gananca FF, Caovilla HH. ",Vestibular rehabilitation with virtual reality in Meniere's disease, Brazilian Journal of Otorhinolaryngology ,2013,79,    ,['citation-journal']," Garcia AP, Gananca MM, Cusin FS, Tomaz A, Gananca FF, Caovilla HH. Vestibular rehabilitation with virtual reality in Meniere's disease.  Brazilian Journal of Otorhinolaryngology 2013;79(3):366-74. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.5935/1808-8694.20130064', 'https://www.ncbi.nlm.nih.gov/pubmed/23743754', ""https://scholar.google.com/scholar_lookup?title=Vestibular+rehabilitation+with+virtual+reality+in+Meniere's+disease&author=AP+Garcia&author=MM+Gananca&author=FS+Cusin&author=A+Tomaz&author=FF+Gananca&author=HH+Caovilla&publication_year=2013&hl=en""]",23743754,https://doi.org/10.5935/1808-8694.20130064, Garcia 2013 {published data only}  ,excluded,CD015244-bbs2-0005, This RCT of vestibular rehabilitation with virtual reality only followed participants up for a maximum of 6 weeks  ,23743754,,23743754,70,https://doi.org/10.5935/1808-8694.20130064,,23743754
CD015244-bib-0008,"Hong L, Zeng DZ, Zhang L, Luo SF, Zeng Y. ",Effect of Chinese medicine combined with flunarizine on Meniere's disease, Journal of Hainan Medical College ,2011,17,    ,['citation-journal']," Hong L, Zeng DZ, Zhang L, Luo SF, Zeng Y. Effect of Chinese medicine combined with flunarizine on Meniere's disease.  Journal of Hainan Medical College 2011;17(6):774-6. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=Effect+of+Chinese+medicine+combined+with+flunarizine+on+Meniere's+disease&author=L+Hong&author=DZ+Zeng&author=L+Zhang&author=SF+Luo&author=Y+Zeng&publication_year=2011&hl=en""]",,, Hong 2011 {published data only}  ,excluded,CD015244-bbs2-0006, This intervention (Chinese medicine) was not relevant for the review ,,,,,,,
CD015244-bib-0009,"Hussain K, Murdin L, Schilder AG. ","Restriction of salt, caffeine and alcohol intake for the treatment of Meniere's disease or syndrome", Cochrane Database of Systematic Reviews ,2018,,    ,['citation-journal']," Hussain K, Murdin L, Schilder AG. Restriction of salt, caffeine and alcohol intake for the treatment of Meniere's disease or syndrome.  Cochrane Database of Systematic Reviews 2018, Issue 12. Art. No: CD012173. CENTRAL [DOI: 10.1002/14651858.CD012173.pub2]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/14651858.CD012173.pub2', 'https://www.ncbi.nlm.nih.gov/pubmed/30596397', ""https://scholar.google.com/scholar_lookup?title=Restriction+of+salt,+caffeine+and+alcohol+intake+for+the+treatment+of+Meniere's+disease+or+syndrome+&author=K+Hussain&author=L+Murdin&author=AG+Schilder&publication_year=2018&hl=en""]",30596397,https://doi.org/10.1002/14651858.CD012173.pub2, Hussain 2018 {published data only}  ,excluded,CD015244-bbs2-0007, This is a systematic review with no included studies ,30596397,,30596397,42,https://europepmc.org/articles/pmc6516805?pdf=render,,30596397
CD015244-bib-0010,"Ingvardsen CJ, Klokker M. ",Antisecretory therapy with no improvement in functional level in Menieres disease, Acta Oto-Laryngologica ,2016,136,    ,['citation-journal']," Ingvardsen CJ, Klokker M. Antisecretory therapy with no improvement in functional level in Menieres disease.  Acta Oto-Laryngologica 2016;136(3):232-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3109/00016489.2015.1115551', 'https://www.ncbi.nlm.nih.gov/pubmed/26635204', 'https://scholar.google.com/scholar_lookup?title=Antisecretory+therapy+with+no+improvement+in+functional+level+in+Menieres+disease&author=CJ+Ingvardsen&author=M+Klokker&publication_year=2016&hl=en']",26635204,https://doi.org/10.3109/00016489.2015.1115551, Ingvardsen 2016 {published data only}  ,excluded,CD015244-bbs2-0008, This was a cross‐over trial with only 2 months of follow‐up for each phase; data for the first phase of the trial could not be extracted  ,26635204,,26635204,8,,,26635204
