reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD015333-bib-0001,"Im JJ, Na S, Kang S, Jeong H, Lee E-S, Lee T-K et al. ","A randomized, double-blind, sham-controlled trial of transcranial direct current stimulation for the treatment of persistent postural-perceptual dizziness (PPPD)", Frontiers in Neurology ,2022,13,    ,['citation-journal']," Im JJ, Na S, Kang S, Jeong H, Lee E-S, Lee T-K et al. A randomized, double-blind, sham-controlled trial of transcranial direct current stimulation for the treatment of persistent postural-perceptual dizziness (PPPD).  Frontiers in Neurology 2022;13:868976. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3389/fneur.2022.868976', 'https://www.ncbi.nlm.nih.gov/pubmed/35493817', 'https://scholar.google.com/scholar_lookup?title=A+randomized,+double-blind,+sham-controlled+trial+of+transcranial+direct+current+stimulation+for+the+treatment+of+persistent+postural-perceptual+dizziness+(PPPD)+&author=JJ+Im&author=S+Na&author=S+Kang&author=H+Jeong&publication_year=2022&hl=en']",35493817,https://doi.org/10.3389/fneur.2022.868976, Im 2022 {published data only}  ,included,CD015333-bbs2-0001,,,35493817,,,,,35493817
CD015333-bib-0002,Na S. ,Re: Transcranial direct current stimulation for PPPD [personal communication],,,,   ,['citation-other'], Na S. Re: Transcranial direct current stimulation for PPPD [personal communication]. E-mail to: K Webster 19 December 2022. CENTRAL    ,[''],,, Im 2022 {published data only}  ,included,CD015333-bbs2-0001,,,,,,,,
CD015333-bib-0003,ACTRN12610000018011. ,Effects of vestibular rehabilitation on functional capacity and balance in elderly patients with chronic dizziness,,,,   ,['citation-other'], ACTRN12610000018011. Effects of vestibular rehabilitation on functional capacity and balance in elderly patients with chronic dizziness. https://anzctr.org.au/ACTRN12610000018011.aspx (first received 7 January 2010). CENTRAL    ,[''],,, Aquaroni 2016 {published data only}  ,excluded,CD015333-bbs2-0002," This RCT included older adults with vestibular disorders, but not specifically participants with PPPD.   ",31952916,,,,,,31952916
CD015333-bib-0004,"Aquaroni Ricci N, Aratani MC, Caovilla HH, Freitas Gananca F. ",Effects of conventional versus multimodal vestibular rehabilitation on functional capacity and balance control in older people with chronic dizziness from vestibular disorders: design of a randomized clinical trial, Trials ,2012,13,    ,['citation-journal']," Aquaroni Ricci N, Aratani MC, Caovilla HH, Freitas Gananca F. Effects of conventional versus multimodal vestibular rehabilitation on functional capacity and balance control in older people with chronic dizziness from vestibular disorders: design of a randomized clinical trial.  Trials 2012;13:246. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1745-6215-13-246', 'https://www.ncbi.nlm.nih.gov/pubmed/23276084', 'https://scholar.google.com/scholar_lookup?title=Effects+of+conventional+versus+multimodal+vestibular+rehabilitation+on+functional+capacity+and+balance+control+in+older+people+with+chronic+dizziness+from+vestibular+disorders:+design+of+a+randomized+clinical+trial+&author=N+AquaroniRicci&author=MC+Aratani&author=HH+Caovilla&author=F+FreitasGananca&publication_year=2012&hl=en']",23276084,https://doi.org/10.1186/1745-6215-13-246, Aquaroni 2016 {published data only}  ,excluded,CD015333-bbs2-0002," This RCT included older adults with vestibular disorders, but not specifically participants with PPPD.   ",23276084,23276084,,,,,23276084
CD015333-bib-0005,"Aquaroni Ricci N, Aratani MC, Caovilla HH, Freitas Gananca F. ",Effects of vestibular rehabilitation on balance control in older people with chronic dizziness, American Journal of Physical Medicine & Rehabilitation ,2016,95,    ,['citation-journal']," Aquaroni Ricci N, Aratani MC, Caovilla HH, Freitas Gananca F. Effects of vestibular rehabilitation on balance control in older people with chronic dizziness.  American Journal of Physical Medicine & Rehabilitation 2016;95(4):256-69. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/PHM.0000000000000370', 'https://www.ncbi.nlm.nih.gov/pubmed/26368833', 'https://scholar.google.com/scholar_lookup?title=Effects+of+vestibular+rehabilitation+on+balance+control+in+older+people+with+chronic+dizziness+&author=N+AquaroniRicci&author=MC+Aratani&author=HH+Caovilla&author=F+FreitasGananca&publication_year=2016&hl=en']",26368833,https://doi.org/10.1097/PHM.0000000000000370, Aquaroni 2016 {published data only}  ,excluded,CD015333-bbs2-0002," This RCT included older adults with vestibular disorders, but not specifically participants with PPPD.   ",23276084,,,,,,26368833
CD015333-bib-0006,"Aratani MC, Ricci NA, Caovilla HH, Gananca FF. ",Benefits of vestibular rehabilitation on patient-reported outcomes in older adults with vestibular disorders: a randomized clinical trial, Brazilian Journal of Physical Therapy ,2020,24,    ,['citation-journal']," Aratani MC, Ricci NA, Caovilla HH, Gananca FF. Benefits of vestibular rehabilitation on patient-reported outcomes in older adults with vestibular disorders: a randomized clinical trial.  Brazilian Journal of Physical Therapy 2020;24(6):550-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.bjpt.2019.12.003', 'https://www.ncbi.nlm.nih.gov/pubmed/31952916', 'https://scholar.google.com/scholar_lookup?title=Benefits+of+vestibular+rehabilitation+on+patient-reported+outcomes+in+older+adults+with+vestibular+disorders:+a+randomized+clinical+trial+&author=MC+Aratani&author=NA+Ricci&author=HH+Caovilla&author=FF+Gananca&publication_year=2020&hl=en']",31952916,https://doi.org/10.1016/j.bjpt.2019.12.003, Aquaroni 2016 {published data only}  ,excluded,CD015333-bbs2-0002," This RCT included older adults with vestibular disorders, but not specifically participants with PPPD.   ",31952916,31952916,,,,,31952916
CD015333-bib-0007,"Ricci NA, Aratani MC, Caovilla HH, Gananca FF. ","Challenges in conducting a randomized clinical trial of older people with chronic dizziness: before, during and after vestibular rehabilitation", Contemporary Clinical Trials ,2015,40,    ,['citation-journal']," Ricci NA, Aratani MC, Caovilla HH, Gananca FF. Challenges in conducting a randomized clinical trial of older people with chronic dizziness: before, during and after vestibular rehabilitation.  Contemporary Clinical Trials 2015;40:26-34. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.cct.2014.11.002', 'https://www.ncbi.nlm.nih.gov/pubmed/25460341', 'https://scholar.google.com/scholar_lookup?title=Challenges+in+conducting+a+randomized+clinical+trial+of+older+people+with+chronic+dizziness:+before,+during+and+after+vestibular+rehabilitation+&author=NA+Ricci&author=MC+Aratani&author=HH+Caovilla&author=FF+Gananca&publication_year=2015&hl=en']",25460341,https://doi.org/10.1016/j.cct.2014.11.002, Aquaroni 2016 {published data only}  ,excluded,CD015333-bbs2-0002," This RCT included older adults with vestibular disorders, but not specifically participants with PPPD.   ",25460341,25460341,,,,,25460341
CD015333-bib-0008,"Ricci NA, Aratani MC, Caovilla HH, Gananca FF. ",Effects of vestibular rehabilitation on balance control in older people with chronic dizziness: a randomized clinical trial, American Journal of Physical Medicine & Rehabilitation ,2016,95,    ,['citation-journal']," Ricci NA, Aratani MC, Caovilla HH, Gananca FF. Effects of vestibular rehabilitation on balance control in older people with chronic dizziness: a randomized clinical trial.  American Journal of Physical Medicine & Rehabilitation 2016;95(4):256-69. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/PHM.0000000000000370', 'https://www.ncbi.nlm.nih.gov/pubmed/26368833', 'https://scholar.google.com/scholar_lookup?title=Effects+of+vestibular+rehabilitation+on+balance+control+in+older+people+with+chronic+dizziness:+a+randomized+clinical+trial+&author=NA+Ricci&author=MC+Aratani&author=HH+Caovilla&author=FF+Gananca&publication_year=2016&hl=en']",26368833,https://doi.org/10.1097/PHM.0000000000000370, Aquaroni 2016 {published data only}  ,excluded,CD015333-bbs2-0002," This RCT included older adults with vestibular disorders, but not specifically participants with PPPD.   ",26368833,,,,,,26368833
CD015333-bib-0009,"Ardiç FN, Alkan H, Tumkaya F, Ardic F. ",Effectiveness of whole-body vibration or biofeedback postural training as an add-on to vestibular exercises rehabilitation therapy in chronic unilateral vestibular weakness: a randomized controlled study, Journal of Vestibular Research ,2021,31,    ,['citation-journal']," Ardiç FN, Alkan H, Tumkaya F, Ardic F. Effectiveness of whole-body vibration or biofeedback postural training as an add-on to vestibular exercises rehabilitation therapy in chronic unilateral vestibular weakness: a randomized controlled study.  Journal of Vestibular Research 2021;31:181-90. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3233/VES-190753', 'https://www.ncbi.nlm.nih.gov/pubmed/33459675', 'https://scholar.google.com/scholar_lookup?title=Effectiveness+of+whole-body+vibration+or+biofeedback+postural+training+as+an+add-on+to+vestibular+exercises+rehabilitation+therapy+in+chronic+unilateral+vestibular+weakness:+a+randomized+controlled+study+&author=FN+Ardiç&author=H+Alkan&author=F+Tumkaya&author=F+Ardic&publication_year=2021&hl=en']",33459675,https://doi.org/10.3233/VES-190753, Ardiç 2021 {published data only}  ,excluded,CD015333-bbs2-0003," The population was incorrect. Participants had chronic unilateral vestibular dysfunction and persistent dizziness, but did not have a diagnosis of PPPD.   ",33459675,,,,,,33459675
CD015333-bib-0010,"Basta D, Ernst A. ",Vibrotactile neurofeedback training with the Vertiguard®-RT-system. A placebo-controlled double-blinded pilot study on vestibular rehabilitation, HNO ,2011,59,    ,['citation-journal']," Basta D, Ernst A. Vibrotactile neurofeedback training with the Vertiguard®-RT-system. A placebo-controlled double-blinded pilot study on vestibular rehabilitation.  HNO 2011;59(10):1005-11. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00106-011-2346-4', 'https://www.ncbi.nlm.nih.gov/pubmed/21735279', 'https://scholar.google.com/scholar_lookup?title=Vibrotactile+neurofeedback+training+with+the+Vertiguard®-RT-system.+A+placebo-controlled+double-blinded+pilot+study+on+vestibular+rehabilitation+&author=D+Basta&author=A+Ernst&publication_year=2011&hl=en']",21735279,https://doi.org/10.1007/s00106-011-2346-4, Basta 2011 {published data only}  ,excluded,CD015333-bbs2-0004, The population included in this RCT had causes of vestibular dysfunction other than PPPD.   ,21735279,,,,,,21735279
